Rank,Host/device,Type,Operation,#Occurrences,Total time (us),Avg. time (us),Total self-time (us),Avg. self-time (us),Total self-time on Device (%),Cumulative total-self time on Device (%),Total self-time on Host (%),Cumulative total-self time on Host (%)
1,Host,IDLE,IDLE,0,152663890.624,0.0,152663890.624,0.0,0.0,0.0,0.8951776969215712,0.8951776969215712
2,Host,Conv2DBackpropFilter,gradient_tape/sequential/conv2d/Conv2DBackpropFilter,468,2530134.107,5406.269459401709,2530134.107,5406.269459401709,0.0,0.0,0.014835987826258846,0.9100136847478301
3,Host,_FusedConv2D,sequential/conv2d/BiasAdd,468,2265935.874,4841.74332051282,2265935.874,4841.74332051282,0.0,0.0,0.01328680442223974,0.9233004891700698
4,Host,CollectiveReduce,scoped_allocator_1_1_CollectiveReduce,936,1928695.908,2060.5725512820513,1928695.908,2060.5725512820513,0.0,0.0,0.011309325040312282,0.934609814210382
5,Host,Conv2DBackpropFilter,gradient_tape/sequential/conv2d_1/Conv2DBackpropFilter,468,1345888.257,2875.829608974359,1345888.257,2875.829608974359,0.0,0.0,0.007891906496621422,0.9425017207070034
6,Host,CollectiveReduce,div_no_nan_1/allreduce_1/CollectiveReduce,936,1211049.865,1293.8566933760683,1211049.865,1293.8566933760683,0.0,0.0,0.007101252461054793,0.9496029731680582
7,Host,CollectiveReduce,div_no_nan_1/allreduce/CollectiveReduce,936,1181921.389,1262.7365267094017,1181921.389,1262.7365267094017,0.0,0.0,0.0069304513504979,0.956533424518556
8,Host,CollectiveReduce,div_no_nan/allreduce_1/CollectiveReduce,936,1181412.161,1262.1924797008548,1181412.161,1262.1924797008548,0.0,0.0,0.006927465382130497,0.9634608899006866
9,Host,CollectiveReduce,div_no_nan/allreduce/CollectiveReduce,936,1169388.134,1249.346297008547,1169388.134,1249.346297008547,0.0,0.0,0.006856959902716947,0.9703178498034035
10,Host,Conv2DBackpropInput,gradient_tape/sequential/conv2d_1/Conv2DBackpropInput,468,785890.994,1679.2542606837605,785890.994,1679.2542606837605,0.0,0.0,0.004608241589840148,0.9749260913932437
11,Host,BiasAddGrad,gradient_tape/sequential/conv2d/BiasAdd/BiasAddGrad,468,699756.1,1495.2053418803418,699756.1,1495.2053418803418,0.0,0.0,0.004103171034384371,0.9790292624276281
12,Host,GatherV2,GatherV2,475,498467.12,1049.4044631578947,498467.12,1049.4044631578947,0.0,0.0,0.0029228696232544435,0.9819521320508826
13,Host,Dataset,Iterator::Prefetch::Generator,469,462120.244,985.3310106609808,462120.244,985.3310106609808,0.0,0.0,0.0027097418651776503,0.9846618739160603
14,Host,_FusedConv2D,sequential/conv2d_1/BiasAdd,468,440215.367,940.6311260683761,440215.367,940.6311260683761,0.0,0.0,0.002581297887600102,0.9872431718036604
15,Host,AvgPool,sequential/average_pooling2d/AvgPool,468,339805.631,726.0804081196582,339805.631,726.0804081196582,0.0,0.0,0.00199252371281923,0.9892356955164796
16,Host,AvgPoolGrad,gradient_tape/sequential/average_pooling2d/AvgPool/AvgPoolGrad,468,306184.215,654.2397756410257,306184.215,654.2397756410257,0.0,0.0,0.001795377278131219,0.9910310727946108
17,Host,MatMul,gradient_tape/sequential/dense/MatMul_1,468,152996.211,326.9149807692308,152996.211,326.9149807692308,0.0,0.0,0.0008971263292249395,0.9919281991238357
18,Host,MatMul,gradient_tape/sequential/dense/MatMul,468,147507.988,315.18800854700856,147507.988,315.18800854700856,0.0,0.0,0.0008649449482497081,0.9927931440720854
19,Host,Tanh,sequential/conv2d/Tanh,468,146162.698,312.31345726495726,146162.698,312.31345726495726,0.0,0.0,0.0008570565497622251,0.9936502006218476
20,Host,AvgPoolGrad,gradient_tape/sequential/average_pooling2d_1/AvgPool/AvgPoolGrad,468,91562.203,195.6457329059829,91562.203,195.6457329059829,0.0,0.0,0.0005368947540350443,0.9941870953758827
21,Host,TanhGrad,gradient_tape/sequential/conv2d/TanhGrad,468,79559.897,169.9997799145299,79559.897,169.9997799145299,0.0,0.0,0.0004665166403965668,0.9946536120162792
22,Host,_FusedMatMul,sequential/dense/BiasAdd,468,67540.804,144.31795726495727,67540.804,144.31795726495727,0.0,0.0,0.00039604009255772424,0.9950496521088369
23,Host,AvgPool,sequential/average_pooling2d_1/AvgPool,468,66387.399,141.85341666666667,66387.399,141.85341666666667,0.0,0.0,0.00038927685321345256,0.9954389289620503
24,Host,Tanh,sequential/conv2d_1/Tanh,468,60138.002,128.5000042735043,60138.002,128.5000042735043,0.0,0.0,0.0003526321640813841,0.9957915611261318
25,Host,MatMul,gradient_tape/sequential/dense_1/MatMul,468,46086.032,98.47442735042735,46086.032,98.47442735042735,0.0,0.0,0.00027023540286695786,0.9960617965289987
26,Host,BiasAddGrad,gradient_tape/sequential/conv2d_1/BiasAdd/BiasAddGrad,468,42384.779,90.5657670940171,42384.779,90.5657670940171,0.0,0.0,0.00024853230645875473,0.9963103288354574
27,Host,MatMul,gradient_tape/sequential/dense_1/MatMul_1,468,39774.201,84.98760897435898,39774.201,84.98760897435898,0.0,0.0,0.00023322461849061682,0.9965435534539481
28,Host,SoftmaxCrossEntropyWithLogits,categorical_crossentropy/softmax_cross_entropy_with_logits,468,35593.824,76.05517948717949,35593.824,76.05517948717949,0.0,0.0,0.00020871207502124708,0.9967522655289693
29,Host,_FusedMatMul,sequential/dense_1/BiasAdd,468,25917.034,55.378277777777775,25917.034,55.378277777777775,0.0,0.0,0.00015197012674266782,0.996904235655712
30,Host,TanhGrad,gradient_tape/sequential/conv2d_1/TanhGrad,468,25438.7,54.356196581196585,25438.7,54.356196581196585,0.0,0.0,0.00014916531201713529,0.9970534009677291
31,Host,MatMul,gradient_tape/sequential/dense_2/MatMul_1,468,24072.952,51.437931623931625,24072.952,51.437931623931625,0.0,0.0,0.00014115695362787881,0.997194557921357
