Rank,Host/device,Type,Operation,#Occurrences,Total time (us),Avg. time (us),Total self-time (us),Avg. self-time (us),Total self-time on Device (%),Cumulative total-self time on Device (%),Total self-time on Host (%),Cumulative total-self time on Host (%)
1,Host,IDLE,IDLE,0,96251202.696,0.0,96251202.696,0.0,0.0,0.0,0.9111473309982807,0.9111473309982807
2,Host,Conv2DBackpropFilter,gradient_tape/sequential/conv2d/Conv2DBackpropFilter,117,1558467.132,13320.231897435897,1558467.132,13320.231897435897,0.0,0.0,0.01475299142240596,0.9259003224206867
3,Host,_FusedConv2D,sequential/conv2d/BiasAdd,117,1210214.157,10343.710743589743,1210214.157,10343.710743589743,0.0,0.0,0.011456307746819558,0.9373566301675063
4,Host,CollectiveReduce,scoped_allocator_1_1_CollectiveReduce,234,931958.305,3982.7277991452993,931958.305,3982.7277991452993,0.0,0.0,0.008822241160813264,0.9461788713283196
5,Host,Conv2DBackpropFilter,gradient_tape/sequential/conv2d_1/Conv2DBackpropFilter,117,768979.73,6572.476324786325,768979.73,6572.476324786325,0.0,0.0,0.007279429336527099,0.9534583006648467
6,Host,GatherV2,GatherV2,124,519159.643,4186.771314516129,519159.643,4186.771314516129,0.0,0.0,0.004914545583139279,0.958372846247986
7,Host,CollectiveReduce,div_no_nan_1/allreduce_1/CollectiveReduce,234,497542.713,2126.2509102564104,497542.713,2126.2509102564104,0.0,0.0,0.00470991221210406,0.9630827584600901
8,Host,CollectiveReduce,div_no_nan/allreduce_1/CollectiveReduce,234,489361.169,2091.287047008547,489361.169,2091.287047008547,0.0,0.0,0.004632462873599796,0.9677152213336898
9,Host,CollectiveReduce,div_no_nan/allreduce/CollectiveReduce,234,485144.005,2073.2649786324787,485144.005,2073.2649786324787,0.0,0.0,0.004592541733755778,0.9723077630674456
10,Host,CollectiveReduce,div_no_nan_1/allreduce/CollectiveReduce,234,480024.923,2051.38855982906,480024.923,2051.38855982906,0.0,0.0,0.0045440827247167645,0.9768518457921623
11,Host,BiasAddGrad,gradient_tape/sequential/conv2d/BiasAdd/BiasAddGrad,117,473854.86,4050.0415384615385,473854.86,4050.0415384615385,0.0,0.0,0.004485674764326936,0.9813375205564893
12,Host,Conv2DBackpropInput,gradient_tape/sequential/conv2d_1/Conv2DBackpropInput,117,457805.275,3912.8655982905984,457805.275,3912.8655982905984,0.0,0.0,0.004333743815655396,0.9856712643721447
13,Host,_FusedConv2D,sequential/conv2d_1/BiasAdd,117,230109.216,1966.7454358974358,230109.216,1966.7454358974358,0.0,0.0,0.002178293799182003,0.9878495581713267
14,Host,AvgPool,sequential/average_pooling2d/AvgPool,117,188269.833,1609.143871794872,188269.833,1609.143871794872,0.0,0.0,0.001782227660959617,0.9896317858322863
15,Host,AvgPoolGrad,gradient_tape/sequential/average_pooling2d/AvgPool/AvgPoolGrad,117,186248.659,1591.8688803418804,186248.659,1591.8688803418804,0.0,0.0,0.0017630945255389659,0.9913948803578252
16,Host,Dataset,Iterator::Prefetch::Generator,118,140641.621,1191.8781440677967,140641.621,1191.8781440677967,0.0,0.0,0.0013313624558661979,0.9927262428136914
17,Host,Tanh,sequential/conv2d/Tanh,117,70143.492,599.5170256410256,70143.492,599.5170256410256,0.0,0.0,0.00066400266939579,0.9933902454830872
18,Host,MatMul,gradient_tape/sequential/dense/MatMul_1,117,67787.709,579.3821282051282,67787.709,579.3821282051282,0.0,0.0,0.0006417020089080398,0.9940319474919952
19,Host,MatMul,gradient_tape/sequential/dense/MatMul,117,52471.426,448.4737264957265,52471.426,448.4737264957265,0.0,0.0,0.0004967127517832112,0.9945286602437784
20,Host,AvgPoolGrad,gradient_tape/sequential/average_pooling2d_1/AvgPool/AvgPoolGrad,117,49801.348,425.652547008547,49801.348,425.652547008547,0.0,0.0,0.00047143686561126283,0.9950000971093896
21,Host,MatMul,gradient_tape/sequential/dense_1/MatMul_1,117,43191.774,369.1604615384615,43191.774,369.1604615384615,0.0,0.0,0.0004088683413699974,0.9954089654507596
22,Host,BiasAddGrad,gradient_tape/sequential/conv2d_1/BiasAdd/BiasAddGrad,117,40806.726,348.7754358974359,40806.726,348.7754358974359,0.0,0.0,0.0003862906482229683,0.9957952560989826
23,Host,TanhGrad,gradient_tape/sequential/conv2d/TanhGrad,117,40040.691,342.2281282051282,40040.691,342.2281282051282,0.0,0.0,0.0003790390947238838,0.9961742951937065
24,Host,MatMul,gradient_tape/sequential/dense_1/MatMul,117,35809.083,306.06053846153844,35809.083,306.06053846153844,0.0,0.0,0.0003389812229567271,0.9965132764166632
25,Host,AvgPool,sequential/average_pooling2d_1/AvgPool,117,28847.687,246.56142735042735,28847.687,246.56142735042735,0.0,0.0,0.0002730822294090267,0.9967863586460722
26,Host,CollectiveBcastSend,CollectiveBcastSend,12,26229.659,2185.8049166666665,26229.659,2185.8049166666665,0.0,0.0,0.0002482990666239044,0.9970346577126962
