Name,CPU time avg (us),CPU total (us),Self CPU time total (us),Number of Calls
AddBackward0,1.6093475853834367,215113.4450002771,215113.4450002771,133665
AddmmBackward,662.0300535892044,46573814.27000053,1286228.5340047178,70350
LogSoftmaxBackward,68.0317731343425,159534.50800003318,24465.111000431352,2345
MmBackward,1705.3864285714635,3999131.175000082,38502.420000124264,2345
MulBackward0,56.76803557294968,11448409.73399676,1844954.8099937453,201670
NllLossBackward,65.65734541540007,153966.47499911312,50832.908999262116,2345
ReluBackward0,22.608208955262427,53016.250000090404,20770.57900025483,2345
SelectBackward,199.76227036269552,468442.52400052093,69442.94499962544,2345
SigmoidBackward,27.10792326122789,5339718.723996669,1078307.875995134,196980
SliceBackward,165.25578528768057,775049.6329992219,342320.0979988864,4690
SplitBackward,72.38060581789378,4752510.5780029055,474608.5529963153,65660
StackBackward,89.31227505367843,209437.28500087594,12312.183001121535,2345
TBackward,8.895300639722763,646643.8800046464,223540.20500483952,72695
TanhBackward,100.19175550563729,13157181.33300029,722532.8720022616,131320
TransposeBackward0,10.780510021291816,25280.295999929313,8322.425000383286,2345
UnbindBackward,1867.3983206823734,4379049.062000167,19847.173000358798,2345
UnsafeViewBackward,14.51757014930733,34043.70200012569,11086.744000429724,2345
_local_scalar_dense,1.3008119529309998,390256.5939988293,390256.5939988293,300010
_log_softmax,56.41173688696939,132285.52299994323,132285.52299994323,2345
_log_softmax_backward_data,57.59888997850825,135069.39699960186,135069.39699960186,2345
_unsafe_view,14.79187931762815,34686.95699983801,34686.95699983801,2345
add,29.038191569933282,7354212.397001303,7354212.397001303,253260
add_,34.21839028732885,6499338.39600438,6499338.39600438,189937
addcdiv_,15.449292590551632,289828.7289987486,289828.7289987486,18760
addcmul_,12.428349413697989,233155.8350009743,233155.8350009743,18760
addmm,356.8924376545721,25107382.98899915,25107382.98899915,70350
bernoulli_,75.45868294250026,353901.2230003263,353901.2230003263,4690
cat,65.15233056665535,4277902.02500659,4277902.02500659,65660
chunk,18.02473623214431,1183504.1810025957,186890.5790054616,65660
contiguous,300.7379637529853,705230.5250007507,687461.8480007807,2345
cudnn_is_acceptable,1.632530916756444,3828.284999793861,3828.284999793861,2345
detach,1.4812500000080036,11.850000000064027,11.850000000064027,8
detach_,1.1700369247059959,24684.269000522403,24684.269000522403,21097
div,13.607821558536527,4337629.199999103,4337629.199999103,318760
div_,32.16175650316754,150838.63799985574,150838.63799985574,4690
dropout,148.39926929643542,695992.5730002823,50032.96100044802,4690
empty,3.240635429187748,1989976.9980013203,1989976.9980013203,614070
empty_like,8.732487846556136,61433.052000522424,29475.918999035384,7035
is_complex,0.7237999985933357,3.6189999929666783,3.6189999929666783,5
is_floating_point,1.6162000017285325,16.162000017285322,16.162000017285322,10
item,2.7155259491349177,814684.9399999665,424428.3460011374,300010
linear,470.4908416586715,31995729.68699796,323678.73699832323,68005
log_softmax,61.36404733505575,143898.69100070573,11613.168000762495,2345
lstm,30460.654949253847,71430235.85600027,1720662.5139987143,2345
matmul,2340.344109168425,5488106.935999958,42394.706999276736,2345
mm,366.1468411198962,52375474.88799556,52375474.88799556,143045
mul,26.472154573348107,15829686.630997833,15829686.630997833,597975
mul_,20.81322300101185,780912.1269979646,780912.1269979646,37520
nll_loss,26.322805543448574,61726.978999386905,11738.481999057942,2345
nll_loss_backward,43.98019872061877,103133.565999851,103133.565999851,2345
nll_loss_forward,21.317056290118963,49988.49700032896,49988.49700032896,2345
random_,13.180799996113773,65.90399998056887,65.90399998056887,5
relu,22.41267718551098,52557.72800002324,52557.72800002324,2345
reshape,12.903255223972126,60516.26700042926,17176.360000342847,4690
select,3.7606760885953188,2274043.224012704,2274043.224012704,604690
set_,3.5811068233183043,1074332.0469954913,1074332.0469954913,300000
sigmoid_,44.11854240025073,8690470.482001387,8690470.482001387,196980
sigmoid_backward,21.63372346431889,4261410.848001535,4261410.848001535,196980
slice,7.427450213186952,69669.48299969362,69669.48299969362,9380
split,15.17839783730024,996613.6019971337,996613.6019971337,65660
sqrt,37.388193390160005,701402.5079994018,701402.5079994018,18760
stack,564.7238761620706,6621387.448000277,6621387.448000277,11725
sum,65.44754892357899,4757709.568999576,4757709.568999576,72695
tanh,140.6748178952042,9236708.542999107,9236708.542999107,65660
tanh_,90.11568583613231,5916995.932000447,5916995.932000447,65660
tanh_backward,94.68967758908032,12434648.460998027,12434648.460998027,131320
threshold_backward,13.750819189695337,32245.670999835565,32245.670999835565,2345
to,11.56946854753294,3497970.9680038462,2521338.812009364,302345
torch::autograd::AccumulateGrad,17.79465074627305,333827.6480000825,95890.08900077107,18760
torch::autograd::GraphRoot,2.8978051171242534,6795.352999656375,6795.352999656375,2345
transpose,3.5172334511286314,2135083.8080058685,2135083.8080058685,607035
unbind,41.46652633258336,388956.016999632,388956.016999632,9380
unsigned short,7.1823382973064085,2576915.24599908,2576915.24599908,358785
view,7.430230255714936,2821481.3350026333,2821481.3350026333,379730
zero_,41.42516667313016,1068230.7730000077,1068230.7730000077,25787
zeros,109.80178336906988,772455.5460014066,31347.273000866524,7035
