Name,CPU time avg (us),CPU total (us),Self CPU time total (us),Number of Calls
AddBackward0,1.5767995431979718,140658.40325097507,140658.40325097507,89205.0
AddmmBackward,569.9150473482298,26757511.472999386,861986.9812494784,46950.0
LogSoftmaxBackward,54.90026501611993,85918.91475022768,23059.681500099337,1565.0
MmBackward,883.4872698083236,1382657.5772500264,23992.791749953616,1565.0
MulBackward0,38.36196403707794,5163136.73975032,1218077.334001871,134590.0
NllLossBackward,68.69663865816068,107510.23950002147,36256.0220002413,1565.0
ReluBackward0,20.06655431306286,31404.15749994338,11688.49850000607,1565.0
SelectBackward,192.59689920131137,301414.1472500523,38166.254500022915,1565.0
SigmoidBackward,18.729087956415615,2462125.902750397,673724.5062507872,131460.0
SliceBackward,155.2991156550335,486086.23200025485,211190.5630005396,3130.0
SplitBackward,57.88327800662884,2536445.242250476,308277.60900166514,43820.0
StackBackward,91.71642715647695,143536.20849988644,8114.061249648192,1565.0
TBackward,8.827492450772631,428265.79624923423,139757.6857493093,48515.0
TanhBackward,82.62674806596887,7241408.200501511,476940.09925004287,87640.0
TransposeBackward0,11.650884824216543,18233.63474989889,5783.759749774519,1565.0
UnbindBackward,912.0155421724619,1427304.3234999029,13033.662999870954,1565.0
UnsafeViewBackward,14.8550317890645,23248.12474988594,7740.149500013136,1565.0
_local_scalar_dense,1.8172879987071868,181746.97275070578,181746.97275070578,100010.0
_log_softmax,53.26759329075787,83363.78350003606,83363.78350003606,1565.0
_log_softmax_backward_data,40.16564424928328,62859.23325012834,62859.23325012834,1565.0
_unsafe_view,17.308414376985723,27087.668499982654,27087.668499982654,1565.0
add,23.570745089328465,3983927.334998297,3983927.334998297,169020.0
add_,23.943998045465136,3035069.360249024,3035069.360249024,126757.0
addcdiv_,18.124904313090084,226923.80199988786,226923.80199988786,12520.0
addcmul_,13.72778863822284,171871.91375055,171871.91375055,12520.0
addmm,172.33224716189477,8090999.00425096,8090999.00425096,46950.0
bernoulli_,95.11858873806169,297721.1827501331,297721.1827501331,3130.0
cat,50.84818880074876,2228167.6332488107,2228167.6332488107,43820.0
chunk,21.188796365803984,928493.0567495304,129501.81274841819,43820.0
contiguous,182.87896022354147,286205.57274984237,272213.71899955196,1565.0
cudnn_is_acceptable,1.9311097443828869,3022.186749959218,3022.186749959218,1565.0
detach,1.4629687500016644,11.703750000013315,11.703750000013315,8.0
detach_,1.6014792036170442,22544.022749317133,22544.022749317133,14077.0
div,19.210085871403216,2161518.86225029,2161518.86225029,112520.0
div_,52.3158097976233,245622.7269998414,245622.7269998414,4695.0
dropout,175.07577707662327,547987.1822498308,40510.06624925375,3130.0
empty,4.522734463210702,947015.3692516885,947015.3692516885,209390.0
empty_like,10.45715191704539,49096.32825052811,22374.19425111715,4695.0
is_complex,0.7711499981611951,3.8557499908059754,3.8557499908059754,5.0
is_floating_point,1.9106749996498196,19.106749996498195,19.106749996498195,10.0
item,3.9859767798239543,398637.5377501936,216890.56499948786,100010.0
linear,235.32315538174856,10680141.407000659,229827.3147496251,45385.0
log_softmax,59.5867862619975,93253.32050002608,9889.536999990023,1565.0
lstm,19250.197261821126,30126558.71475006,1172162.1847544014,1565.0
matmul,1183.5887444090276,1852316.3850001278,31506.18075052565,1565.0
mm,289.4758661237116,27634813.559500135,27634813.559500135,95465.0
mul,19.04833003632374,7601712.309245897,7601712.309245897,399075.0
mul_,20.08414844248265,502907.07699976553,502907.07699976553,25040.0
narrow,15.833821875017769,396478.899750445,98175.75049977514,25040.0
nll_loss,34.03244808305726,53260.78124998461,10261.895999888538,1565.0
nll_loss_backward,45.529851437559216,71254.21749978018,71254.21749978018,1565.0
nll_loss_forward,27.47532603840005,42998.88525009607,42998.88525009607,1565.0
random_,16.48304999903589,82.41524999517947,82.41524999517947,5.0
relu,26.55169057514293,41553.39575009869,41553.39575009869,1565.0
reshape,15.674639217150329,49061.62074968053,12995.441999687415,3130.0
select,5.517550402450917,1120780.0132498546,1120780.0132498546,203130.0
set_,4.954428410004449,495442.84100044495,495442.84100044495,100000.0
sigmoid_,32.881806811951776,4322642.32349918,4322642.32349918,131460.0
sigmoid_backward,13.604148763879582,1788401.3964996098,1788401.3964996098,131460.0
slice,11.196011693301486,350435.1660003365,350435.1660003365,31300.0
split,18.233483432248107,798991.2440011122,798991.2440011122,43820.0
sqrt,48.96844151358641,613084.8877501019,613084.8877501019,12520.0
stack,303.08192025559913,2371616.0260000634,2371616.0260000634,7825.0
sum,61.2873318200577,2973354.903250099,2973354.903250099,48515.0
tanh,80.06443173777794,3508423.398749429,3508423.398749429,43820.0
tanh_,65.41557385896397,2866510.4464998012,2866510.4464998012,43820.0
tanh_backward,77.18471133331204,6764468.101251467,6764468.101251467,87640.0
threshold_backward,12.597865175678788,19715.658999937303,19715.658999937303,1565.0
to,15.781045052424133,1602801.840749457,1152917.7942498052,101565.0
torch::autograd::AccumulateGrad,17.422095646982008,218124.63750021468,53580.95525061917,12520.0
torch::autograd::GraphRoot,2.5629853035186043,4011.072000006616,4011.072000006616,1565.0
transpose,5.179666833590798,1060251.9025018685,1060251.9025018685,204695.0
unbind,47.37439408950715,296563.7070003148,296563.7070003148,6260.0
unsigned short,7.879243994444739,1886645.5782498205,1886645.5782498205,239445.0
view,9.759981774205311,1739716.7512520964,1739716.7512520964,178250.0
zero_,42.40525565175258,729667.2339997066,729667.2339997066,17207.0
zeros,105.34708146963821,494604.5474999514,23160.286749333492,4695.0
