Name,CPU time avg (us),CPU total (us),Self CPU time total (us),Number of Calls
AddBackward0,1.5119437704981542,50846.66900185292,50846.66900185292,33630
AddmmBackward,1985.4485835029225,35142439.928001724,356964.50200035743,17700
LogSoftmaxBackward,597.6942881354405,352639.6299999099,6202.096999980975,590
MmBackward,8775.945013559192,5177807.557999924,18276.2069998876,590
MulBackward0,106.05075234533535,5381015.174002316,473118.65000414534,50740
NllLossBackward,75.32121525443553,44439.51700011696,12816.782000307314,590
ReluBackward0,32.98729152491393,19462.50199969922,4674.429999603337,590
SelectBackward,756.9204508471254,446583.065999804,39447.35999973476,590
SigmoidBackward,44.321701472985104,2196583.5250011417,266153.10300016514,49560
SliceBackward,681.5454906779876,804223.6790000255,341183.65199960576,1180
SplitBackward,281.34525847464005,4647823.670001053,124289.56200223234,16520
StackBackward,97.35404576256398,57438.886999912764,3196.377000134613,590
TBackward,9.719846637467297,177775.99499927682,50945.31000059077,18290
TanhBackward,261.3131585048928,8633786.757001657,185833.85200150133,33040
TransposeBackward0,14.192074576006426,8373.323999843793,2536.6389999775274,590
UnbindBackward,9622.996191525892,5677567.753000275,5979.98000001622,590
UnsafeViewBackward,15.16103728806612,8945.011999959008,2983.99700005824,590
_local_scalar_dense,1.4025914403103663,420791.45800751314,420791.45800751314,300010
_log_softmax,120.08350677966101,70849.269,70849.269,590
_log_softmax_backward_data,587.1822593219134,346437.5329999289,346437.5329999289,590
_unsafe_view,34.253399999878546,20209.50599992834,20209.50599992834,590
add,45.13605612054077,2876069.496000858,2876069.496000858,63720
add_,83.49117142443247,3989375.153002232,3989375.153002232,47782
addcdiv_,17.540845762713445,82792.79200000747,82792.79200000747,4720
addcmul_,14.245074576342706,67236.75200033758,67236.75200033758,4720
addmm,768.8052863841209,13607853.56899894,13607853.56899894,17700
bernoulli_,157.09161271184738,185368.1029999799,185368.1029999799,1180
cat,273.8216772396381,4523534.107998821,4523534.107998821,16520
chunk,18.029555205863165,297848.2520008595,33441.729000384075,16520
contiguous,635.0711033898809,374691.95100002975,368613.606000386,590
cudnn_is_acceptable,1.879176271472608,1108.7140001688383,1108.7140001688383,590
detach,1.562999999991007,12.503999999928055,12.503999999928055,8
detach_,0.5703279893720528,3023.878999650624,3023.878999650624,5302
div,13.865668791006101,4225146.593995378,4225146.593995378,304720
div_,67.36348813563374,79488.91600004782,79488.91600004782,1180
dropout,290.61165338930334,342921.75099937787,10274.25899953951,1180
empty,3.1242480664063565,1885608.6779988925,1885608.6779988925,603540
empty_like,8.939184180583732,15822.355999633202,6256.3599993837415,1770
is_complex,0.6294000011324897,3.1470000056624485,3.1470000056624485,5
is_floating_point,1.176100000292064,11.761000002920639,11.761000002920639,10
item,2.729606883099096,818909.3609985595,398117.9029910465,300010
linear,1152.8201680303673,19724753.074999586,65777.52099838022,17110
log_softmax,124.1087932205544,73224.18800012709,2374.919000127091,590
lstm,75109.76450847472,44314761.06000008,384327.38800161186,590
matmul,8303.85291694928,4899273.221000075,16294.95800008146,590
mm,1220.5311674354061,43926916.71600026,43926916.71600026,35990
mul,58.00470628776945,8726808.060994914,8726808.060994914,150450
mul_,25.657682626938964,242208.52399830378,242208.52399830378,9440
nll_loss,29.716513558948847,17532.742999779817,2425.6269999581564,590
nll_loss_backward,53.59785593188076,31622.734999809647,31622.734999809647,590
nll_loss_forward,25.60528135562993,15107.11599982166,15107.11599982166,590
random_,11.135400008499623,55.67700004249812,55.67700004249812,5
relu,34.34920169485731,20266.028999965813,20266.028999965813,590
reshape,16.895572033885635,19936.77499998505,4693.254999893572,1180
select,4.042742102198285,2430415.6969995648,2430415.6969995648,601180
set_,3.6768797933131294,1103063.9379939388,1103063.9379939388,300000
sigmoid_,133.22888892254815,6602823.735001486,6602823.735001486,49560
sigmoid_backward,38.95138058920455,1930430.422000977,1930430.422000977,49560
slice,8.637184322274226,20383.75500056718,20383.75500056718,2360
split,16.005237469762434,264406.52300047537,264406.52300047537,16520
sqrt,52.7617487288756,249035.4540002928,249035.4540002928,4720
stack,2677.43141593246,7898422.677000757,7898422.677000757,2950
sum,165.81573504647238,3032769.79399998,3032769.79399998,18290
tanh,247.64014963680717,4091015.272000054,4091015.272000054,16520
tanh_,324.39704122271746,5359039.1209992925,5359039.1209992925,16520
tanh_backward,255.68864724576736,8447952.905000154,8447952.905000154,33040
threshold_backward,25.06452881372184,14788.072000095885,14788.072000095885,590
to,12.077516843551091,3630380.7880030223,2730912.809000588,300590
torch::autograd::AccumulateGrad,21.030614406796783,99264.5000000808,26482.53099886052,4720
torch::autograd::GraphRoot,2.06947457586939,1220.98999976294,1220.98999976294,590
transpose,4.075432291410694,2452472.890002213,2452472.890002213,601770
unbind,54.2074758472276,127929.64299945715,127929.64299945715,2360
unsigned short,8.77486728704868,792107.2700018843,792107.2700018843,90270
view,7.551813350598147,2417033.3809924438,2417033.3809924438,320060
zero_,137.66983060770968,892375.8419991742,892375.8419991742,6482
zeros,480.1313016950343,849832.4040002106,7136.753999817795,1770
