Type,Operation,#Occurrences,Avg. self-time (us)
ArgMax,ArgMax,117,86.80325641025641
ArgMax,ArgMax_1,117,16.15153846153846
Assert,Assert,6,0.5471666666666667
AssignAddVariableOp,AssignAddVariableOp,117,4.619726495726496
AssignAddVariableOp,AssignAddVariableOp_1,117,2.2524188034188035
AssignAddVariableOp,AssignAddVariableOp_2,117,10.176384615384617
AssignAddVariableOp,AssignAddVariableOp_3,117,1.8672649572649571
AssignAddVariableOp,SGD/SGD/update_0/AssignAddVariableOp,117,5.569136752136751
AssignAddVariableOp,update_0/AssignAddVariableOp,117,9.110598290598293
AssignVariableOp,AssignVariableOp,6,14.128333333333332
AvgPool,sequential/average_pooling2d/AvgPool,117,1609.1438717948722
AvgPool,sequential/average_pooling2d_1/AvgPool,117,246.56142735042732
AvgPoolGrad,gradient_tape/sequential/average_pooling2d/AvgPool/AvgPoolGrad,117,1591.8688803418804
AvgPoolGrad,gradient_tape/sequential/average_pooling2d_1/AvgPool/AvgPoolGrad,117,425.652547008547
BiasAddGrad,gradient_tape/sequential/conv2d/BiasAdd/BiasAddGrad,117,4050.0415384615385
BiasAddGrad,gradient_tape/sequential/conv2d_1/BiasAdd/BiasAddGrad,117,348.7754358974359
BiasAddGrad,gradient_tape/sequential/dense/BiasAdd/BiasAddGrad,117,21.993025641025643
BiasAddGrad,gradient_tape/sequential/dense_1/BiasAdd/BiasAddGrad,117,19.09936752136752
BiasAddGrad,gradient_tape/sequential/dense_2/BiasAdd/BiasAddGrad,117,15.183709401709399
Cast,Cast_1,117,4.470367521367521
Cast,Cast_2,117,3.0342393162393164
Cast,categorical_crossentropy/weighted_loss/num_elements/Cast,117,3.0163675213675214
CollectiveBcastSend,CollectiveBcastSend,12,2185.8049166666665
CollectiveReduce,div_no_nan/allreduce/CollectiveReduce,234,2073.2649786324787
CollectiveReduce,div_no_nan/allreduce_1/CollectiveReduce,234,2091.2870470085472
CollectiveReduce,div_no_nan_1/allreduce/CollectiveReduce,234,2051.38855982906
CollectiveReduce,div_no_nan_1/allreduce_1/CollectiveReduce,234,2126.2509102564104
CollectiveReduce,scoped_allocator_1_1_CollectiveReduce,234,3982.7277991452993
ConcatenateDataset,ConcatenateDataset,2,8.7365
Conv2DBackpropFilter,gradient_tape/sequential/conv2d/Conv2DBackpropFilter,117,13320.231897435897
Conv2DBackpropFilter,gradient_tape/sequential/conv2d_1/Conv2DBackpropFilter,117,6572.476324786325
Conv2DBackpropInput,gradient_tape/sequential/conv2d_1/Conv2DBackpropInput,117,3912.865598290599
Dataset,Iterator::Model,119,9.898470588235293
Dataset,Iterator::Model::Shard,119,19.020764705882357
Dataset,Iterator::Model::Shard::Prefetch,355,38.10067887323944
Dataset,Iterator::Model::Shard::Prefetch::Rebatch,358,9.667324022346367
Dataset,Iterator::Model::Shard::Prefetch::Rebatch::Map,120,28.487041666666666
Dataset,Iterator::Model::Shard::Prefetch::Rebatch::Map::ParallelMapV2,120,78.73281666666666
Dataset,Iterator::Model::Shard::Prefetch::Rebatch::Map::ParallelMapV2::Zip,124,10.206201612903223
Dataset,Iterator::Model::Shard::Prefetch::Rebatch::Map::ParallelMapV2::Zip[0]::FlatMap,124,23.222887096774198
Dataset,Iterator::Model::Shard::Prefetch::Rebatch::Map::ParallelMapV2::Zip[0]::FlatMap::Prefetch,2,1060.483
Dataset,Iterator::Model::Shard::Prefetch::Rebatch::Map::ParallelMapV2::Zip[0]::FlatMap::Prefetch::Map,3,2689.585333333333
Dataset,Iterator::Model::Shard::Prefetch::Rebatch::Map::ParallelMapV2::Zip[0]::FlatMap::Prefetch::Map::FiniteRepeat,3,36.291
Dataset,Iterator::Model::Shard::Prefetch::Rebatch::Map::ParallelMapV2::Zip[0]::FlatMap::Prefetch::Map::FiniteRepeat::Range,5,3.4174
Dataset,Iterator::Model::Shard::Prefetch::Rebatch::Map::ParallelMapV2::Zip[0]::FlatMap[0]::Concatenate,119,7.077016806722689
Dataset,Iterator::Model::Shard::Prefetch::Rebatch::Map::ParallelMapV2::Zip[0]::FlatMap[0]::Concatenate[0]::TensorSlice,118,13.663279661016949
Dataset,Iterator::Model::Shard::Prefetch::Rebatch::Map::ParallelMapV2::Zip[0]::FlatMap[0]::Concatenate[1]::FromTensor,2,2.1245
Dataset,Iterator::Model::Shard::Prefetch::Rebatch::Map::ParallelMapV2::Zip[0]::FlatMap[1]::Concatenate,6,4.5545
Dataset,Iterator::Model::Shard::Prefetch::Rebatch::Map::ParallelMapV2::Zip[0]::FlatMap[1]::Concatenate[0]::TensorSlice,6,9.917333333333334
Dataset,Iterator::Model::Shard::Prefetch::Rebatch::Map::ParallelMapV2::Zip[1]::ForeverRepeat,124,43.565064516129034
Dataset,Iterator::Model::Shard::Prefetch::Rebatch::Map::ParallelMapV2::Zip[1]::ForeverRepeat::FromTensor,247,4.108866396761133
Dataset,Iterator::Prefetch,117,119.16924786324785
Dataset,Iterator::Prefetch::Generator,118,1191.8781440677967
DivNoNan,categorical_crossentropy/weighted_loss/value,117,3.222324786324786
DivNoNan,div_no_nan,117,5.283128205128205
DivNoNan,div_no_nan_1,117,4.958350427350427
DivNoNan,gradient_tape/categorical_crossentropy/weighted_loss/value/div_no_nan,117,4.981470085470085
Equal,Equal,117,6.217726495726496
Equal,Equal_1,117,3.7876410256410256
Equal,Equal_2,117,3.195188034188034
Fill,Fill,3,20.148666666666667
FloorMod,mod,117,6.28325641025641
FloorMod,mod_1,117,6.447641025641026
FlushSummaryWriter,FlushSummaryWriter,1,884.1519999999999
GatherV2,GatherV2,124,4186.771314516129
GatherV2,GatherV2_1,124,102.27837903225807
IDLE,IDLE,0,0.0
Identity,Identity,7,1.6075714285714289
IteratorGetNext,IteratorGetNext,117,77.74489743589744
LogicalAnd,LogicalAnd,1,7.702000000000001
LogicalNot,LogicalNot,6,5.168333333333334
MatMul,gradient_tape/sequential/dense/MatMul,117,448.47372649572645
MatMul,gradient_tape/sequential/dense/MatMul_1,117,579.3821282051282
MatMul,gradient_tape/sequential/dense_1/MatMul,117,306.06053846153844
MatMul,gradient_tape/sequential/dense_1/MatMul_1,117,369.1604615384615
MatMul,gradient_tape/sequential/dense_2/MatMul,117,50.3059829059829
MatMul,gradient_tape/sequential/dense_2/MatMul_1,117,108.71182051282051
Mul,gradient_tape/categorical_crossentropy/softmax_cross_entropy_with_logits/mul,117,21.55748717948718
MultiDeviceIteratorFromStringHandle,MultiDeviceIteratorFromStringHandle,118,26.767313559322034
MultiDeviceIteratorGetNextFromShard,MultiDeviceIteratorGetNextFromShard,118,14.115508474576274
Pack,categorical_crossentropy/softmax_cross_entropy_with_logits/Slice/begin,2,6.9270000000000005
Pack,categorical_crossentropy/softmax_cross_entropy_with_logits/Slice_1/begin,2,2.4175
Pack,categorical_crossentropy/softmax_cross_entropy_with_logits/Slice_2/size,2,2.1595
RandomShuffle,RandomShuffle,3,1771.15
ReadVariableOp,Identity_2/ReadVariableOp,117,2.337940170940171
ReadVariableOp,Identity_3/ReadVariableOp,117,5.106581196581198
ReadVariableOp,SGD/Cast/ReadVariableOp,117,1.4553076923076922
ReadVariableOp,cond/then/_0/batch_accuracy/Identity/ReadVariableOp,117,2.318205128205128
ReadVariableOp,cond_1/then/_10/batch_loss/Identity/ReadVariableOp,117,2.0244700854700857
ReadVariableOp,div_no_nan/allreduce/CollectiveReduce/ReadVariableOp,117,3.2743931623931624
ReadVariableOp,div_no_nan/allreduce_1/CollectiveReduce/ReadVariableOp,117,1.1925811965811968
ReadVariableOp,div_no_nan_1/allreduce/CollectiveReduce/ReadVariableOp,117,5.979675213675213
ReadVariableOp,div_no_nan_1/allreduce_1/CollectiveReduce/ReadVariableOp,117,1.6364273504273503
ReadVariableOp,sequential/conv2d/BiasAdd/ReadVariableOp,117,1.7883931623931624
ReadVariableOp,sequential/conv2d/Conv2D/ReadVariableOp,117,1.8957094017094016
ReadVariableOp,sequential/conv2d_1/BiasAdd/ReadVariableOp,117,1.2820940170940172
ReadVariableOp,sequential/conv2d_1/Conv2D/ReadVariableOp,117,7.208521367521367
ReadVariableOp,sequential/dense/BiasAdd/ReadVariableOp,117,3.0098717948717946
ReadVariableOp,sequential/dense/MatMul/ReadVariableOp,117,1.5497692307692308
ReadVariableOp,sequential/dense_1/BiasAdd/ReadVariableOp,117,1.6451538461538462
ReadVariableOp,sequential/dense_1/MatMul/ReadVariableOp,117,2.50565811965812
ReadVariableOp,sequential/dense_2/BiasAdd/ReadVariableOp,117,1.7911111111111107
ReadVariableOp,sequential/dense_2/MatMul/ReadVariableOp,117,5.972547008547009
RemoteCall,RemoteCall____inference__init_func_327,1,467.173
RemoteCall,RemoteCall____inference__next_func_343,118,45.436983050847466
ResourceApplyGradientDescent,SGD/SGD/update/update_0/ResourceApplyGradientDescent,117,21.911427350427356
ResourceApplyGradientDescent,SGD/SGD/update_1/update_0/ResourceApplyGradientDescent,117,24.87884615384615
ResourceApplyGradientDescent,SGD/SGD/update_2/update_0/ResourceApplyGradientDescent,117,7.697777777777778
ResourceApplyGradientDescent,SGD/SGD/update_3/update_0/ResourceApplyGradientDescent,117,5.233136752136753
ResourceApplyGradientDescent,SGD/SGD/update_4/update_0/ResourceApplyGradientDescent,117,47.80722222222222
ResourceApplyGradientDescent,SGD/SGD/update_5/update_0/ResourceApplyGradientDescent,117,6.9143931623931625
ResourceApplyGradientDescent,SGD/SGD/update_6/update_0/ResourceApplyGradientDescent,117,32.13831623931624
ResourceApplyGradientDescent,SGD/SGD/update_7/update_0/ResourceApplyGradientDescent,117,4.139205128205128
ResourceApplyGradientDescent,SGD/SGD/update_8/update_0/ResourceApplyGradientDescent,117,5.795136752136751
ResourceApplyGradientDescent,SGD/SGD/update_9/update_0/ResourceApplyGradientDescent,117,4.956555555555556
Slice,Slice,2,25.5945
Slice,Slice_1,2,43.0455
Softmax,sequential/dense_2/Softmax,117,42.79419658119658
SoftmaxCrossEntropyWithLogits,categorical_crossentropy/softmax_cross_entropy_with_logits,117,115.42756410256409
Sub,categorical_crossentropy/softmax_cross_entropy_with_logits/Sub,4,43.13975
Sub,categorical_crossentropy/softmax_cross_entropy_with_logits/Sub_1,4,6.077999999999999
Sub,categorical_crossentropy/softmax_cross_entropy_with_logits/Sub_2,4,5.7385
Sum,Sum_1,117,10.480153846153849
Sum,categorical_crossentropy/weighted_loss/Sum,117,6.671606837606838
Tanh,sequential/conv2d/Tanh,117,599.5170256410256
Tanh,sequential/conv2d_1/Tanh,117,215.74543589743593
Tanh,sequential/dense/Tanh,117,56.26978632478632
Tanh,sequential/dense_1/Tanh,117,38.179931623931616
TanhGrad,gradient_tape/sequential/conv2d/TanhGrad,117,342.2281282051282
TanhGrad,gradient_tape/sequential/conv2d_1/TanhGrad,117,134.65600854700858
TanhGrad,gradient_tape/sequential/dense/TanhGrad,117,21.736034188034193
TanhGrad,gradient_tape/sequential/dense_1/TanhGrad,117,11.348940170940173
TensorDataset,TensorDataset,2,26.3825
TensorSliceDataset,TensorSliceDataset,2,12.6935
Tile,gradient_tape/categorical_crossentropy/weighted_loss/Tile_1,117,10.035102564102564
VarHandleOp,VarHandleOp,6,0.953
VarIsInitializedOp,VarIsInitializedOp,6,14.3785
WriteScalarSummary,cond/then/_0/batch_accuracy,117,23.08660683760684
WriteScalarSummary,cond_1/then/_10/batch_loss,117,13.557880341880344
WriteSummary,WriteSummary,1,40.193000000000005
_FusedConv2D,sequential/conv2d/BiasAdd,117,10343.710743589743
_FusedConv2D,sequential/conv2d_1/BiasAdd,117,1966.745435897436
_FusedMatMul,sequential/dense/BiasAdd,117,210.64305982905984
_FusedMatMul,sequential/dense_1/BiasAdd,117,120.67989743589744
_FusedMatMul,sequential/dense_2/BiasAdd,117,30.942230769230772
_ScopedAllocator,scoped_allocator_1_1,117,17.997008547008548
_ScopedAllocatorConcat,scoped_allocator_concat_1_1,117,4.97917094017094
_ScopedAllocatorSplit,scoped_allocator_split_1_1,117,7.389350427350428
