Type,Operation,#Occurrences,Avg. self-time (us)
ArgMax,ArgMax,117,128.92522222222223
ArgMax,ArgMax_1,117,30.19824786324786
Assert,Assert,6,0.4585
AssignAddVariableOp,AssignAddVariableOp,117,4.433666666666666
AssignAddVariableOp,AssignAddVariableOp_1,117,2.0485128205128205
AssignAddVariableOp,AssignAddVariableOp_2,117,11.819487179487181
AssignAddVariableOp,AssignAddVariableOp_3,117,1.6325897435897436
AssignAddVariableOp,AssignAddVariableOp_4,117,3.772128205128205
AssignAddVariableOp,SGD/SGD/AssignAddVariableOp,117,4.7106068376068375
AssignVariableOp,AssignVariableOp,6,10.121833333333333
AvgPool,sequential/average_pooling2d/AvgPool,117,3287.977085470085
AvgPool,sequential/average_pooling2d_1/AvgPool,117,418.2454444444445
AvgPoolGrad,gradient_tape/sequential/average_pooling2d/AvgPool/AvgPoolGrad,117,2930.9163760683764
AvgPoolGrad,gradient_tape/sequential/average_pooling2d_1/AvgPool/AvgPoolGrad,117,670.4270512820513
BiasAddGrad,gradient_tape/sequential/conv2d/BiasAdd/BiasAddGrad,117,8693.345196581196
BiasAddGrad,gradient_tape/sequential/conv2d_1/BiasAdd/BiasAddGrad,117,342.9333846153846
BiasAddGrad,gradient_tape/sequential/dense/BiasAdd/BiasAddGrad,117,29.22757264957265
BiasAddGrad,gradient_tape/sequential/dense_1/BiasAdd/BiasAddGrad,117,25.321461538461538
BiasAddGrad,gradient_tape/sequential/dense_2/BiasAdd/BiasAddGrad,117,13.285299145299144
Cast,Cast_1,117,4.758965811965811
Cast,Cast_2,117,2.09682905982906
Cast,categorical_crossentropy/weighted_loss/num_elements/Cast,117,2.422905982905983
ConcatenateDataset,ConcatenateDataset,2,5.882999999999999
Conv2DBackpropFilter,gradient_tape/sequential/conv2d/Conv2DBackpropFilter,117,29493.65092307692
Conv2DBackpropFilter,gradient_tape/sequential/conv2d_1/Conv2DBackpropFilter,117,13722.586034188034
