Name,CPU time avg (us),CPU total (us),Self CPU time total (us),Number of Calls
AddmmBackward,1454.832034374997,1745798.4412499964,32229.92099985401,1200.0
AvgPool2DBackward,3384.822200937394,2707857.7607499156,8995.383249935156,800.0
LogSoftmaxBackward,1859.9548062500273,743981.9225000109,5136.4730000389245,400.0
MkldnnConvolutionBackward,20719.46664281247,16575573.314249974,17506.60599992535,800.0
NllLossBackward,78.76827437493301,31507.309749973203,9914.194999998646,400.0
TBackward,9.81904270837725,11782.8512500527,4554.009250100375,1200.0
TanhBackward,959.3776128124761,1535004.1804999616,19021.56674988388,1600.0
ViewBackward,18.054391874978137,7221.756749991255,2094.399249931608,400.0
_convolution,6546.410027812437,5237128.02224995,16494.40774988745,800.0
_local_scalar_dense,1.560156228129046,312062.4487503718,312062.4487503718,200020.0
_log_softmax,155.85048687500895,62340.19475000358,62340.19475000358,400.0
_log_softmax_backward_data,1847.11362374993,738845.449499972,738845.449499972,400.0
add_,11.368052534425292,90830.73975005811,90830.73975005811,7990.0
addmm,605.7803633333592,726936.436000031,726936.436000031,1200.0
avg_pool2d,2195.088413749987,1756070.73099999,1756070.73099999,800.0
avg_pool2d_backward,3373.5779718749754,2698862.377499981,2698862.377499981,800.0
contiguous,0.8332089583840616,1999.7015001217478,1999.7015001217478,2400.0
conv2d,6557.196777499992,5245757.421999993,4265.290000057743,800.0
convolution,6551.865164999919,5241492.131999935,4364.109749985135,800.0
detach,2.20479999999734,22.0479999999734,22.0479999999734,10.0
detach_,0.9559933940826855,4196.81100002299,4196.81100002299,4390.0
div,16.259989812505125,3251997.962501025,3251997.962501025,200000.0
div_,180.92686999985398,72370.74799994158,72370.74799994158,400.0
empty,3.5428928712575924,1417157.1485030372,1417157.1485030372,400000.0
flatten,20.94428781252548,16755.430250020385,3760.813499991269,800.0
is_complex,0.6284999998247258,6.284999998247257,6.284999998247257,10.0
is_floating_point,1.7088750003555795,34.17750000711159,34.17750000711159,20.0
item,3.093737967454341,618809.4682502173,306747.01949984557,200020.0
log_softmax,162.0045287499055,64801.811499962205,2461.6167499586154,400.0
mkldnn_convolution,6523.292391249926,5218633.912999941,5218633.912999941,800.0
mkldnn_convolution_backward,20697.58338531256,16558066.708250048,16558066.708250048,800.0
mm,699.8357968750336,1679605.9125000807,1679605.9125000807,2400.0
narrow,11.140204343737519,89121.63474990014,27076.265000023144,8000.0
nll_loss,39.34803874995521,15739.215499982085,2237.009749972407,400.0
nll_loss_backward,53.982786874936394,21593.114749974557,21593.114749974557,400.0
nll_loss_forward,33.75551437502419,13502.205750009678,13502.205750009678,400.0
random_,14.824324999987148,148.24324999987147,148.24324999987147,10.0
reshape,22.65246781261095,18121.974250088766,4440.925750045062,800.0
select,4.659346000002129,1863738.4000008518,1863738.4000008518,400000.0
set_,4.148754838752223,829750.9677504445,829750.9677504445,200000.0
slice,7.755671218734626,62045.369749877005,62045.369749877005,8000.0
stack,1400.804653750146,560321.8615000583,560321.8615000583,400.0
sum,71.92542291662218,86310.5074999466,86310.5074999466,1200.0
tanh,1383.7439045312146,2213990.2472499437,2213990.2472499437,1600.0
tanh_backward,947.4891335937987,1515982.6137500778,1515982.6137500778,1600.0
to,13.528550991770388,2711121.6187507855,2042506.1494997446,200400.0
torch::autograd::AccumulateGrad,18.594485437514585,74377.94175005835,21309.117250064497,4000.0
torch::autograd::GraphRoot,2.603369999847728,1041.347999939091,1041.347999939091,400.0
transpose,4.511932343122856,1804772.9372491422,1804772.9372491422,400000.0
unsigned short,9.824293875011243,58945.76325006746,58945.76325006746,6000.0
view,7.971496130955817,1674014.1875007215,1674014.1875007215,210000.0
zero_,7.413055263100366,29578.090499770464,29578.090499770464,3990.0
