Rank,Host/device,Type,Operation,#Occurrences,Total time (us),Avg. time (us),Total self-time (us),Avg. self-time (us),Total self-time on Device (%),Cumulative total-self time on Device (%),Total self-time on Host (%),Cumulative total-self time on Host (%)
1,Host,IDLE,IDLE,0,67465711.28,0.0,67465711.28,0.0,0.0,0.0,0.762277344182797,0.762277344182797
2,Host,MatMul,gradient_tape/sequential/lstm/while/sequential/lstm/while_grad/body/_159/gradient_tape/sequential/lstm/while/gradients/sequential/lstm/while/lstm_cell/MatMul_1_grad/MatMul_1,3276,3512051.34,1072.0547435897436,3512051.34,1072.0547435897436,0.0,0.0,0.0396817452494934,0.8019590894322904
3,Host,MatMul,gradient_tape/sequential/lstm/while/sequential/lstm/while_grad/body/_159/gradient_tape/sequential/lstm/while/gradients/sequential/lstm/while/lstm_cell/MatMul_1_grad/MatMul,3276,2980320.371,909.7437029914529,2980320.371,909.7437029914529,0.0,0.0,0.0336738567505957,0.8356329461828862
4,Host,MatMul,gradient_tape/sequential/lstm/while/sequential/lstm/while_grad/body/_159/gradient_tape/sequential/lstm/while/gradients/sequential/lstm/while/lstm_cell/MatMul_grad/MatMul_1,3276,1871161.808,571.1727130647131,1871161.808,571.1727130647131,0.0,0.0,0.021141765594359874,0.8567747117772461
5,Host,MatMul,sequential/lstm/while/body/_1/sequential/lstm/while/lstm_cell/MatMul,3276,1758722.183,536.8504832112332,1758722.183,536.8504832112332,0.0,0.0,0.01987133981658677,0.8766460515938328
6,Host,MatMul,sequential/lstm/while/body/_1/sequential/lstm/while/lstm_cell/MatMul_1,3276,1614135.553,492.7153702686203,1614135.553,492.7153702686203,0.0,0.0,0.01823769347639894,0.8948837450702317
7,Host,BiasAddGrad,gradient_tape/sequential/lstm/while/sequential/lstm/while_grad/body/_159/gradient_tape/sequential/lstm/while/gradients/sequential/lstm/while/lstm_cell/BiasAdd_grad/BiasAddGrad,3276,1020562.726,311.52708363858363,1020562.726,311.52708363858363,0.0,0.0,0.011531070073782162,0.9064148151440139
8,Host,ReluGrad,gradient_tape/sequential/lstm/while/sequential/lstm/while_grad/body/_159/gradient_tape/sequential/lstm/while/gradients/sequential/lstm/while/lstm_cell/Relu_1_grad/ReluGrad,3276,531968.121,162.38343131868132,531968.121,162.38343131868132,0.0,0.0,0.006010568017030663,0.9124253831610446
9,Host,ReluGrad,gradient_tape/sequential/lstm/while/sequential/lstm/while_grad/body/_159/gradient_tape/sequential/lstm/while/gradients/sequential/lstm/while/lstm_cell/Relu_grad/ReluGrad,3276,526939.173,160.8483434065934,526939.173,160.8483434065934,0.0,0.0,0.005953747255005882,0.9183791304160505
10,Host,Sigmoid,sequential/lstm/while/body/_1/sequential/lstm/while/lstm_cell/Sigmoid_2,3276,427919.038,130.62241697191698,427919.038,130.62241697191698,0.0,0.0,0.004834944768581967,0.9232140751846324
11,Host,Sigmoid,sequential/lstm/while/body/_1/sequential/lstm/while/lstm_cell/Sigmoid_1,3276,400770.442,122.33529975579975,400770.442,122.33529975579975,0.0,0.0,0.004528199916055575,0.927742275100688
12,Host,TensorListFromTensor,gradient_tape/sequential/lstm/TensorArrayV2Stack/TensorListFromTensor,117,398676.151,3407.48847008547,398676.151,3407.48847008547,0.0,0.0,0.004504537072351159,0.9322468121730392
13,Host,Sigmoid,sequential/lstm/while/body/_1/sequential/lstm/while/lstm_cell/Sigmoid,3276,377337.173,115.18228724053725,377337.173,115.18228724053725,0.0,0.0,0.0042634335670474624,0.9365102457400867
14,Host,ConcatV2,gradient_tape/sequential/lstm/while/sequential/lstm/while_grad/body/_159/gradient_tape/sequential/lstm/while/gradients/sequential/lstm/while/lstm_cell/split_grad/concat,3276,359861.94,109.84796703296703,359861.94,109.84796703296703,0.0,0.0,0.004065985501245116,0.9405762312413318
15,Host,Split,sequential/lstm/while/body/_1/sequential/lstm/while/lstm_cell/split,3276,332535.728,101.50663247863248,332535.728,101.50663247863248,0.0,0.0,0.0037572338122058404,0.9443334650535377
16,Host,AddV2,sequential/lstm/while/body/_1/sequential/lstm/while/lstm_cell/add,3276,325560.443,99.37742460317462,325560.443,99.37742460317462,0.0,0.0,0.003678421899845638,0.9480118869533833
17,Host,BiasAdd,sequential/lstm/while/body/_1/sequential/lstm/while/lstm_cell/BiasAdd,3276,322628.301,98.48238736263735,322628.301,98.48238736263735,0.0,0.0,0.0036452923978494223,0.9516571793512327
18,Host,Mul,gradient_tape/sequential/lstm/while/sequential/lstm/while_grad/body/_159/gradient_tape/sequential/lstm/while/gradients/sequential/lstm/while/lstm_cell/mul_2_grad/Mul_1,3276,231325.506,70.61218131868132,231325.506,70.61218131868132,0.0,0.0,0.002613686108245262,0.954270865459478
19,Host,Mul,gradient_tape/sequential/lstm/while/sequential/lstm/while_grad/body/_159/gradient_tape/sequential/lstm/while/gradients/sequential/lstm/while/lstm_cell/mul_grad/Mul_1,3276,231111.033,70.54671336996337,231111.033,70.54671336996337,0.0,0.0,0.0026112628341740766,0.9568821282936522
20,Host,Mul,gradient_tape/sequential/lstm/while/sequential/lstm/while_grad/body/_159/gradient_tape/sequential/lstm/while/gradients/sequential/lstm/while/lstm_cell/mul_1_grad/Mul,3276,228987.047,69.898365995116,228987.047,69.898365995116,0.0,0.0,0.002587264474467441,0.9594693927681196
21,Host,Mul,gradient_tape/sequential/lstm/while/sequential/lstm/while_grad/body/_159/gradient_tape/sequential/lstm/while/gradients/sequential/lstm/while/lstm_cell/mul_1_grad/Mul_1,3276,222075.949,67.78875122100122,222075.949,67.78875122100122,0.0,0.0,0.0025091777941541964,0.9619785705622738
22,Host,Mul,gradient_tape/sequential/lstm/while/sequential/lstm/while_grad/body/_159/gradient_tape/sequential/lstm/while/gradients/sequential/lstm/while/lstm_cell/mul_2_grad/Mul,3276,220749.162,67.38374908424909,220749.162,67.38374908424909,0.0,0.0,0.002494186776473248,0.964472757338747
23,Host,TensorListStack,sequential/lstm/TensorArrayV2Stack/TensorListStack,117,220074.22,1880.9762393162393,220074.22,1880.9762393162393,0.0,0.0,0.002486560784165805,0.9669593181229128
24,Host,ZerosLike,gradient_tape/sequential/lstm/while/sequential/lstm/while_grad/body/_159/gradient_tape/sequential/lstm/while/gradients/sequential/lstm/while/TensorArrayV2Write/TensorListSetItem_grad/zeros_like,3276,209714.666,64.01546581196581,209714.666,64.01546581196581,0.0,0.0,0.0023695109056391514,0.969328829028552
25,Host,Mul,sequential/lstm/while/body/_1/sequential/lstm/while/lstm_cell/mul,3276,189078.66,57.71631868131868,189078.66,57.71631868131868,0.0,0.0,0.002136350096247619,0.9714651791247996
26,Host,Mul,sequential/lstm/while/body/_1/sequential/lstm/while/lstm_cell/mul_1,3276,182133.965,55.596448412698415,182133.965,55.596448412698415,0.0,0.0,0.0020578838122594606,0.973523062937059
27,Host,Mul,sequential/lstm/while/body/_1/sequential/lstm/while/lstm_cell/mul_2,3276,176219.768,53.79113797313798,176219.768,53.79113797313798,0.0,0.0,0.0019910608543953776,0.9755141237914544
28,Host,Mul,gradient_tape/sequential/lstm/while/sequential/lstm/while_grad/body/_159/gradient_tape/sequential/lstm/while/gradients/sequential/lstm/while/lstm_cell/mul_grad/Mul,3276,171214.696,52.263338217338216,171214.696,52.263338217338216,0.0,0.0,0.0019345098610208406,0.9774486336524753
29,Host,AddN,gradient_tape/sequential/lstm/while/sequential/lstm/while_grad/body/_159/gradient_tape/sequential/lstm/while/gradients/AddN,3276,146362.822,44.67729609279609,146362.822,44.67729609279609,0.0,0.0,0.001653715066876257,0.9791023487193515
30,Host,StridedSliceGrad,gradient_tape/sequential/lstm/strided_slice_3/StridedSliceGrad,117,143995.472,1230.73052991453,143995.472,1230.73052991453,0.0,0.0,0.0016269670012809554,0.9807293157206325
31,Host,Relu,sequential/lstm/while/body/_1/sequential/lstm/while/lstm_cell/Relu_1,3276,142471.019,43.489322039072036,142471.019,43.489322039072036,0.0,0.0,0.001609742607405544,0.982339058328038
32,Host,SigmoidGrad,gradient_tape/sequential/lstm/while/sequential/lstm/while_grad/body/_159/gradient_tape/sequential/lstm/while/gradients/sequential/lstm/while/lstm_cell/Sigmoid_grad/SigmoidGrad,3276,113618.474,34.68207387057387,113618.474,34.68207387057387,0.0,0.0,0.0012837452828648541,0.9836228036109029
33,Host,SigmoidGrad,gradient_tape/sequential/lstm/while/sequential/lstm/while_grad/body/_159/gradient_tape/sequential/lstm/while/gradients/sequential/lstm/while/lstm_cell/Sigmoid_2_grad/SigmoidGrad,3276,108633.531,33.1604184981685,108633.531,33.1604184981685,0.0,0.0,0.001227421721772138,0.9848502253326751
34,Host,SigmoidGrad,gradient_tape/sequential/lstm/while/sequential/lstm/while_grad/body/_159/gradient_tape/sequential/lstm/while/gradients/sequential/lstm/while/lstm_cell/Sigmoid_1_grad/SigmoidGrad,3276,106924.667,32.63878724053724,106924.667,32.63878724053724,0.0,0.0,0.0012081137164643254,0.9860583390491394
35,Host,AddN,gradient_tape/sequential/lstm/while/sequential/lstm/while_grad/body/_159/gradient_tape/sequential/lstm/while/gradients/AddN_5,3276,98694.762,30.12660622710623,98694.762,30.12660622710623,0.0,0.0,0.001115126182393274,0.9871734652315327
36,Host,AddV2,sequential/lstm/while/body/_1/sequential/lstm/while/lstm_cell/add_1,3276,95935.07,29.284209401709404,95935.07,29.284209401709404,0.0,0.0,0.001083945147633382,0.9882574103791661
37,Host,AddN,gradient_tape/sequential/lstm/while/sequential/lstm/while_grad/body/_159/gradient_tape/sequential/lstm/while/gradients/AddN_1,3276,88949.312,27.15180463980464,88949.312,27.15180463980464,0.0,0.0,0.0010050149035981083,0.9892624252827642
38,Host,GatherV2,GatherV2,121,86475.194,714.6710247933885,86475.194,714.6710247933885,0.0,0.0,0.0009770604944256084,0.9902394857771898
39,Host,Relu,sequential/lstm/while/body/_1/sequential/lstm/while/lstm_cell/Relu,3276,75195.464,22.953438339438343,75195.464,22.953438339438343,0.0,0.0,0.0008496137890642147,0.991089099566254
40,Host,Transpose,sequential/lstm/transpose,117,73151.054,625.2226837606838,73151.054,625.2226837606838,0.0,0.0,0.0008265145376718598,0.9919156141039259
41,Host,TensorListFromTensor,sequential/lstm/TensorArrayUnstack/TensorListFromTensor,117,45284.305,387.0453418803419,45284.305,387.0453418803419,0.0,0.0,0.000511655463103327,0.9924272695670292
42,Host,ResourceApplyAdam,Adam/Adam/update_3/ResourceApplyAdam,117,31433.161,268.6594957264957,31433.161,268.6594957264957,0.0,0.0,0.00035515502663133376,0.9927824245936605
