Rank,Host/device,Type,Operation,#Occurrences,Total time (us),Avg. time (us),Total self-time (us),Avg. self-time (us),Total self-time on Device (%),Cumulative total-self time on Device (%),Total self-time on Host (%),Cumulative total-self time on Host (%)
1,Host,IDLE,IDLE,0,420553916.766,0.0,420553916.766,0.0,0.0,0.0,0.8952209685897562,0.8952209685897562
2,Host,MatMul,gradient_tape/sequential/lstm/while/sequential/lstm/while_grad/body/_159/gradient_tape/sequential/lstm/while/gradients/sequential/lstm/while/lstm_cell/MatMul_1_grad/MatMul_1,13104,5405922.549,412.53987706043955,5405922.549,412.53987706043955,0.0,0.0,0.01150743109861398,0.9067283996883702
3,Host,MatMul,gradient_tape/sequential/lstm/while/sequential/lstm/while_grad/body/_159/gradient_tape/sequential/lstm/while/gradients/sequential/lstm/while/lstm_cell/MatMul_1_grad/MatMul,13104,4323337.808,329.9250463980464,4323337.808,329.9250463980464,0.0,0.0,0.009202964247202499,0.9159313639355726
4,Host,MatMul,sequential/lstm/while/body/_1/sequential/lstm/while/lstm_cell/MatMul_1,13104,3425907.781,261.4398489774115,3425907.781,261.4398489774115,0.0,0.0,0.00729263088450197,0.9232239948200746
5,Host,CollectiveReduce,allreduce/CollectiveReduce_5,936,2954211.505,3156.208872863248,2954211.505,3156.208872863248,0.0,0.0,0.006288544653827635,0.9295125394739022
6,Host,CollectiveReduce,allreduce/CollectiveReduce_6,936,2659930.021,2841.805577991453,2659930.021,2841.805577991453,0.0,0.0,0.005662116163587001,0.9351746556374892
7,Host,MatMul,gradient_tape/sequential/lstm/while/sequential/lstm/while_grad/body/_159/gradient_tape/sequential/lstm/while/gradients/sequential/lstm/while/lstm_cell/MatMul_grad/MatMul_1,13104,2641978.751,201.61620505189256,2641978.751,201.61620505189256,0.0,0.0,0.005623903813930636,0.9407985594514199
8,Host,CollectiveReduce,allreduce/CollectiveReduce_4,936,2622824.964,2802.163423076923,2622824.964,2802.163423076923,0.0,0.0,0.005583131701089174,0.946381691152509
9,Host,CollectiveReduce,allreduce/CollectiveReduce_1,936,1785584.046,1907.675262820513,1785584.046,1907.675262820513,0.0,0.0,0.0038009211552485706,0.9501826123077576
10,Host,CollectiveReduce,allreduce/CollectiveReduce_3,936,1781032.999,1902.8130331196583,1781032.999,1902.8130331196583,0.0,0.0,0.0037912334730251652,0.9539738457807827
11,Host,CollectiveReduce,allreduce/CollectiveReduce,936,1759417.856,1879.7199316239316,1759417.856,1879.7199316239316,0.0,0.0,0.00374522194279982,0.9577190677235825
12,Host,CollectiveReduce,div_no_nan/allreduce/CollectiveReduce,936,1748830.496,1868.4086495726497,1748830.496,1868.4086495726497,0.0,0.0,0.0037226849355430735,0.9614417526591256
13,Host,CollectiveReduce,div_no_nan_1/allreduce/CollectiveReduce,936,1738545.172,1857.4200555555556,1738545.172,1857.4200555555556,0.0,0.0,0.0037007908635906714,0.9651425435227162
14,Host,CollectiveReduce,div_no_nan_1/allreduce_1/CollectiveReduce,936,1738004.494,1856.842408119658,1738004.494,1856.842408119658,0.0,0.0,0.0036996399379576935,0.968842183460674
15,Host,CollectiveReduce,div_no_nan/allreduce_1/CollectiveReduce,936,1737436.269,1856.2353301282053,1737436.269,1856.2353301282053,0.0,0.0,0.0036984303738219256,0.9725406138344959
16,Host,CollectiveReduce,allreduce/CollectiveReduce_2,936,1734438.868,1853.0329786324787,1734438.868,1853.0329786324787,0.0,0.0,0.00369204989293827,0.9762326637274341
17,Host,MatMul,sequential/lstm/while/body/_1/sequential/lstm/while/lstm_cell/MatMul,13104,1147470.955,87.56646481990232,1147470.955,87.56646481990232,0.0,0.0,0.002442588259938329,0.9786752519873725
18,Host,AddN,gradient_tape/sequential/lstm/while/sequential/lstm/while_grad/body/_159/gradient_tape/sequential/lstm/while/gradients/AddN_5,13104,793652.821,60.565691468253966,793652.821,60.565691468253966,0.0,0.0,0.00168942582345497,0.9803646778108275
19,Host,ConcatV2,gradient_tape/sequential/lstm/while/sequential/lstm/while_grad/body/_159/gradient_tape/sequential/lstm/while/gradients/sequential/lstm/while/lstm_cell/split_grad/concat,13104,461616.265,35.22712644993895,461616.265,35.22712644993895,0.0,0.0,0.0009826292025714764,0.981347307013399
