Rank,Host/device,Type,Operation,#Occurrences,Total time (us),Avg. time (us),Total self-time (us),Avg. self-time (us),Total self-time on Device (%),Cumulative total-self time on Device (%),Total self-time on Host (%),Cumulative total-self time on Host (%)
1,Host,IDLE,IDLE,0,134144111.438,0.0,134144111.438,0.0,0.0,0.0,0.7995824987432837,0.7995824987432837
2,Host,MatMul,gradient_tape/sequential/lstm/while/sequential/lstm/while_grad/body/_159/gradient_tape/sequential/lstm/while/gradients/sequential/lstm/while/lstm_cell/MatMul_1_grad/MatMul,13104,6376452.0,486.6034798534798,6376452.0,486.6034798534798,0.0,0.0,0.038007627532969136,0.8375901262762528
3,Host,MatMul,gradient_tape/sequential/lstm/while/sequential/lstm/while_grad/body/_159/gradient_tape/sequential/lstm/while/gradients/sequential/lstm/while/lstm_cell/MatMul_1_grad/MatMul_1,13104,5184820.347,395.6669983974359,5184820.347,395.6669983974359,0.0,0.0,0.030904760292108494,0.8684948865683614
4,Host,MatMul,gradient_tape/sequential/lstm/while/sequential/lstm/while_grad/body/_159/gradient_tape/sequential/lstm/while/gradients/sequential/lstm/while/lstm_cell/MatMul_grad/MatMul_1,13104,4212685.485,321.4808825549451,4212685.485,321.4808825549451,0.0,0.0,0.025110230709401632,0.893605117277763
5,Host,MatMul,sequential/lstm/while/body/_1/sequential/lstm/while/lstm_cell/MatMul_1,13104,3350254.571,255.66655761599512,3350254.571,255.66655761599512,0.0,0.0,0.019969605020973308,0.9135747222987364
6,Host,MatMul,sequential/lstm/while/body/_1/sequential/lstm/while/lstm_cell/MatMul,13104,2126153.562,162.25225595238095,2126153.562,162.25225595238095,0.0,0.0,0.012673200184427264,0.9262479224831637
7,Host,BiasAddGrad,gradient_tape/sequential/lstm/while/sequential/lstm/while_grad/body/_159/gradient_tape/sequential/lstm/while/gradients/sequential/lstm/while/lstm_cell/BiasAdd_grad/BiasAddGrad,13104,1002491.449,76.50270520451771,1002491.449,76.50270520451771,0.0,0.0,0.005975473758538216,0.9322233962417019
8,Host,ConcatV2,gradient_tape/sequential/lstm/while/sequential/lstm/while_grad/body/_159/gradient_tape/sequential/lstm/while/gradients/sequential/lstm/while/lstm_cell/split_grad/concat,13104,850631.599,64.91388881257632,850631.599,64.91388881257632,0.0,0.0,0.005070294418050346,0.9372936906597522
9,Host,AddN,gradient_tape/sequential/lstm/while/sequential/lstm/while_grad/body/_159/gradient_tape/sequential/lstm/while/gradients/AddN_5,13104,660877.244,50.43324511599511,660877.244,50.43324511599511,0.0,0.0,0.0039392402130475,0.9412329308727997
10,Host,BiasAdd,sequential/lstm/while/body/_1/sequential/lstm/while/lstm_cell/BiasAdd,13104,659994.729,50.365898122710625,659994.729,50.365898122710625,0.0,0.0,0.003933979873690715,0.9451669107464904
11,Host,Split,sequential/lstm/while/body/_1/sequential/lstm/while/lstm_cell/split,13104,641992.252,48.99208272283272,641992.252,48.99208272283272,0.0,0.0,0.003826673892168883,0.9489935846386592
12,Host,ReluGrad,gradient_tape/sequential/lstm/while/sequential/lstm/while_grad/body/_159/gradient_tape/sequential/lstm/while/gradients/sequential/lstm/while/lstm_cell/Relu_1_grad/ReluGrad,13104,592697.82,45.23029761904761,592697.82,45.23029761904761,0.0,0.0,0.003532848358642515,0.9525264329973018
13,Host,ReluGrad,gradient_tape/sequential/lstm/while/sequential/lstm/while_grad/body/_159/gradient_tape/sequential/lstm/while/gradients/sequential/lstm/while/lstm_cell/Relu_grad/ReluGrad,13104,575747.878,43.93680387667888,575747.878,43.93680387667888,0.0,0.0,0.0034318161416288175,0.9559582491389306
14,Host,AddV2,sequential/lstm/while/body/_1/sequential/lstm/while/lstm_cell/add,13104,447274.504,34.13266971916972,447274.504,34.13266971916972,0.0,0.0,0.002666034771848908,0.9586242839107795
15,Host,TensorListFromTensor,gradient_tape/sequential/lstm/TensorArrayV2Stack/TensorListFromTensor,468,375218.721,801.7494038461539,375218.721,801.7494038461539,0.0,0.0,0.002236537402173664,0.9608608213129531
16,Host,Sigmoid,sequential/lstm/while/body/_1/sequential/lstm/while/lstm_cell/Sigmoid,13104,332920.529,25.406023275335773,332920.529,25.406023275335773,0.0,0.0,0.0019844138188934925,0.9628452351318466
17,Host,Sigmoid,sequential/lstm/while/body/_1/sequential/lstm/while/lstm_cell/Sigmoid_1,13104,320191.454,24.43463476800977,320191.454,24.43463476800977,0.0,0.0,0.0019085405995170701,0.9647537757313637
18,Host,Sigmoid,sequential/lstm/while/body/_1/sequential/lstm/while/lstm_cell/Sigmoid_2,13104,305898.709,23.343918574481073,305898.709,23.343918574481073,0.0,0.0,0.0018233469325085662,0.9665771226638722
19,Host,Mul,gradient_tape/sequential/lstm/while/sequential/lstm/while_grad/body/_159/gradient_tape/sequential/lstm/while/gradients/sequential/lstm/while/lstm_cell/mul_2_grad/Mul_1,13104,216992.198,16.559233669108668,216992.198,16.559233669108668,0.0,0.0,0.001293408723086803,0.967870531386959
20,Host,StridedSliceGrad,gradient_tape/sequential/lstm/strided_slice_3/StridedSliceGrad,468,212154.023,453.3205619658119,212154.023,453.3205619658119,0.0,0.0,0.0012645701850817613,0.9691351015720407
21,Host,Mul,gradient_tape/sequential/lstm/while/sequential/lstm/while_grad/body/_159/gradient_tape/sequential/lstm/while/gradients/sequential/lstm/while/lstm_cell/mul_grad/Mul_1,13104,211427.055,16.134543269230768,211427.055,16.134543269230768,0.0,0.0,0.0012602370027771839,0.970395338574818
22,Host,Mul,gradient_tape/sequential/lstm/while/sequential/lstm/while_grad/body/_159/gradient_tape/sequential/lstm/while/gradients/sequential/lstm/while/lstm_cell/mul_1_grad/Mul,13104,202395.587,15.445328678266177,202395.587,15.445328678266177,0.0,0.0,0.0012064038253581538,0.9716017424001762
23,Host,AddN,gradient_tape/sequential/lstm/while/sequential/lstm/while_grad/body/_159/gradient_tape/sequential/lstm/while/gradients/AddN_4,13104,193020.407,14.729884539072039,193020.407,14.729884539072039,0.0,0.0,0.00115052191022815,0.9727522643104043
24,Host,Mul,sequential/lstm/while/body/_1/sequential/lstm/while/lstm_cell/mul_2,13104,191539.933,14.616905753968254,191539.933,14.616905753968254,0.0,0.0,0.0011416973626013124,0.9738939616730056
25,Host,Mul,sequential/lstm/while/body/_1/sequential/lstm/while/lstm_cell/mul_1,13104,190241.127,14.517790521978023,190241.127,14.517790521978023,0.0,0.0,0.0011339556694645045,0.9750279173424701
26,Host,Mul,gradient_tape/sequential/lstm/while/sequential/lstm/while_grad/body/_159/gradient_tape/sequential/lstm/while/gradients/sequential/lstm/while/lstm_cell/mul_2_grad/Mul,13104,185108.082,14.126074633699634,185108.082,14.126074633699634,0.0,0.0,0.0011033595225053538,0.9761312768649755
27,Host,Mul,sequential/lstm/while/body/_1/sequential/lstm/while/lstm_cell/mul,13104,178939.284,13.655317765567766,178939.284,13.655317765567766,0.0,0.0,0.0010665896422161077,0.9771978665071915
28,Host,Mul,gradient_tape/sequential/lstm/while/sequential/lstm/while_grad/body/_159/gradient_tape/sequential/lstm/while/gradients/sequential/lstm/while/lstm_cell/mul_1_grad/Mul_1,13104,178198.488,13.598785714285714,178198.488,13.598785714285714,0.0,0.0,0.0010621740364143368,0.9782600405436058
29,Host,Relu,sequential/lstm/while/body/_1/sequential/lstm/while/lstm_cell/Relu_1,13104,167071.802,12.74967963980464,167071.802,12.74967963980464,0.0,0.0,0.0009958520540385104,0.9792558925976443
30,Host,Mul,gradient_tape/sequential/lstm/while/sequential/lstm/while_grad/body/_159/gradient_tape/sequential/lstm/while/gradients/sequential/lstm/while/lstm_cell/mul_grad/Mul,13104,165194.722,12.606434829059829,165194.722,12.606434829059829,0.0,0.0,0.0009846634874987506,0.980240556085143
31,Host,AddV2,sequential/lstm/while/body/_1/sequential/lstm/while/lstm_cell/add_1,13104,158484.854,12.094387515262515,158484.854,12.094387515262515,0.0,0.0,0.0009446684928309651,0.981185224577974
32,Host,AddN,gradient_tape/sequential/lstm/while/sequential/lstm/while_grad/body/_159/gradient_tape/sequential/lstm/while/gradients/AddN,13104,157869.394,12.047420177045177,157869.394,12.047420177045177,0.0,0.0,0.0009409999676948172,0.9821262245456688
33,Host,ZerosLike,gradient_tape/sequential/lstm/while/sequential/lstm/while_grad/body/_159/gradient_tape/sequential/lstm/while/gradients/sequential/lstm/while/TensorArrayV2Write/TensorListSetItem_grad/zeros_like,13104,131077.258,10.002843253968255,131077.258,10.002843253968255,0.0,0.0,0.0007813021410820468,0.9829075266867509
34,Host,Transpose,sequential/lstm/transpose,468,130732.521,279.34299358974357,130732.521,279.34299358974357,0.0,0.0,0.0007792472937323241,0.9836867739804832
35,Host,SigmoidGrad,gradient_tape/sequential/lstm/while/sequential/lstm/while_grad/body/_159/gradient_tape/sequential/lstm/while/gradients/sequential/lstm/while/lstm_cell/Sigmoid_grad/SigmoidGrad,13104,114990.303,8.775206272893772,114990.303,8.775206272893772,0.0,0.0,0.0006854138643758729,0.9843721878448591
36,Host,TensorListStack,sequential/lstm/TensorArrayV2Stack/TensorListStack,468,111026.151,237.2353653846154,111026.151,237.2353653846154,0.0,0.0,0.0006617850481156587,0.9850339728929748
37,Host,SigmoidGrad,gradient_tape/sequential/lstm/while/sequential/lstm/while_grad/body/_159/gradient_tape/sequential/lstm/while/gradients/sequential/lstm/while/lstm_cell/Sigmoid_1_grad/SigmoidGrad,13104,110764.627,8.45273405067155,110764.627,8.45273405067155,0.0,0.0,0.0006602262021017732,0.9856941990950766
