Rank,Host/device,Type,Operation,#Occurrences,Total time (us),Avg. time (us),Total self-time (us),Avg. self-time (us),Total self-time on Device (%),Cumulative total-self time on Device (%),Total self-time on Host (%),Cumulative total-self time on Host (%)
1,Host,IDLE,IDLE,0,222657413.32,0.0,222657413.32,0.0,0.0,0.0,0.9035808050944049,0.9035808050944049
2,Host,MatMul,gradient_tape/sequential/lstm/while/sequential/lstm/while_grad/body/_159/gradient_tape/sequential/lstm/while/gradients/sequential/lstm/while/lstm_cell/MatMul_1_grad/MatMul,3276,2507813.824,765.5109352869353,2507813.824,765.5109352869353,0.0,0.0,0.010177125478683784,0.9137579305730886
3,Host,MatMul,gradient_tape/sequential/lstm/while/sequential/lstm/while_grad/body/_159/gradient_tape/sequential/lstm/while/gradients/sequential/lstm/while/lstm_cell/MatMul_1_grad/MatMul_1,3276,2092294.096,638.6734114774115,2092294.096,638.6734114774115,0.0,0.0,0.008490877332886596,0.9222488079059752
4,Host,MatMul,sequential/lstm/while/body/_1/sequential/lstm/while/lstm_cell/MatMul_1,3276,1563145.099,477.1505186202686,1563145.099,477.1505186202686,0.0,0.0,0.00634350272004585,0.928592310626021
5,Host,MatMul,gradient_tape/sequential/lstm/while/sequential/lstm/while_grad/body/_159/gradient_tape/sequential/lstm/while/gradients/sequential/lstm/while/lstm_cell/MatMul_grad/MatMul_1,3276,1294891.792,395.2661147741147,1294891.792,395.2661147741147,0.0,0.0,0.005254886197047178,0.9338471968230682
6,Host,CollectiveReduce,allreduce/CollectiveReduce_5,234,1185564.066,5066.513102564103,1185564.066,5066.513102564103,0.0,0.0,0.004811216106726647,0.9386584129297948
7,Host,CollectiveReduce,allreduce/CollectiveReduce_6,234,1082231.094,4624.919205128205,1082231.094,4624.919205128205,0.0,0.0,0.004391873724901847,0.9430502866546966
8,Host,CollectiveReduce,allreduce/CollectiveReduce_4,234,1051597.299,4494.005551282052,1051597.299,4494.005551282052,0.0,0.0,0.004267556691229066,0.9473178433459256
9,Host,MatMul,sequential/lstm/while/body/_1/sequential/lstm/while/lstm_cell/MatMul,3276,941888.62,287.51178876678875,941888.62,287.51178876678875,0.0,0.0,0.003822340630292462,0.951140183976218
10,Host,CollectiveReduce,allreduce/CollectiveReduce_3,234,766909.446,3277.3907948717947,766909.446,3277.3907948717947,0.0,0.0,0.0031122460479466063,0.9542524300241646
11,Host,CollectiveReduce,allreduce/CollectiveReduce_1,234,765237.593,3270.246123931624,765237.593,3270.246123931624,0.0,0.0,0.0031054613904891496,0.9573578914146538
12,Host,CollectiveReduce,allreduce/CollectiveReduce_2,234,720777.593,3080.246123931624,720777.593,3080.246123931624,0.0,0.0,0.002925035318006394,0.9602829267326601
13,Host,CollectiveReduce,div_no_nan/allreduce_1/CollectiveReduce,234,716651.758,3062.6143504273505,716651.758,3062.6143504273505,0.0,0.0,0.0029082919935628066,0.9631912187262229
14,Host,CollectiveReduce,div_no_nan_1/allreduce/CollectiveReduce,234,716200.656,3060.686564102564,716200.656,3060.686564102564,0.0,0.0,0.002906461346640874,0.9660976800728638
15,Host,CollectiveReduce,div_no_nan/allreduce/CollectiveReduce,234,709642.174,3032.6588632478633,709642.174,3032.6588632478633,0.0,0.0,0.0028798459361885835,0.9689775260090524
