Rank,Host/device,Type,Operation,#Occurrences,Total time (us),Avg. time (us),Total self-time (us),Avg. self-time (us),Total self-time on Device (%),Cumulative total-self time on Device (%),Total self-time on Host (%),Cumulative total-self time on Host (%)
1,Host,IDLE,IDLE,0,179346658.006,0.0,179346658.006,0.0,0.0,0.0,0.8156678260399914,0.8156678260399914
2,Host,MatMul,gradient_tape/sequential/lstm/while/sequential/lstm/while_grad/body/_159/gradient_tape/sequential/lstm/while/gradients/sequential/lstm/while/lstm_cell/MatMul_1_grad/MatMul_1,26236,8387391.468,319.6901763988413,8387391.468,319.6901763988413,0.0,0.0,0.03814582017257917,0.8538136462125706
3,Host,MatMul,gradient_tape/sequential/lstm/while/sequential/lstm/while_grad/body/_159/gradient_tape/sequential/lstm/while/gradients/sequential/lstm/while/lstm_cell/MatMul_1_grad/MatMul,26236,6675713.789,254.4486121741119,6675713.789,254.4486121741119,0.0,0.0,0.030361117480966145,0.8841747636935368
4,Host,MatMul,sequential/lstm/while/body/_1/sequential/lstm/while/lstm_cell/MatMul_1,26236,5190617.925,197.84334216343953,5190617.925,197.84334216343953,0.0,0.0,0.023606907905400275,0.9077816715989371
5,Host,MatMul,gradient_tape/sequential/lstm/while/sequential/lstm/while_grad/body/_159/gradient_tape/sequential/lstm/while/gradients/sequential/lstm/while/lstm_cell/MatMul_grad/MatMul_1,26236,3992653.21,152.1822385272145,3992653.21,152.1822385272145,0.0,0.0,0.018158569555410068,0.9259402411543471
6,Host,MatMul,sequential/lstm/while/body/_1/sequential/lstm/while/lstm_cell/MatMul,26236,1786942.66,68.11033160542766,1786942.66,68.11033160542766,0.0,0.0,0.008127007500142865,0.93406724865449
7,Host,AddN,gradient_tape/sequential/lstm/while/sequential/lstm/while_grad/body/_159/gradient_tape/sequential/lstm/while/gradients/AddN_5,26236,1173185.05,44.71661266961427,1173185.05,44.71661266961427,0.0,0.0,0.00533564054058986,0.9394028891950799
8,Host,ConcatV2,gradient_tape/sequential/lstm/while/sequential/lstm/while_grad/body/_159/gradient_tape/sequential/lstm/while/gradients/sequential/lstm/while/lstm_cell/split_grad/concat,26236,739450.727,28.184583282512577,739450.727,28.184583282512577,0.0,0.0,0.003363018712819299,0.9427659079078992
9,Host,ReluGrad,gradient_tape/sequential/lstm/while/sequential/lstm/while_grad/body/_159/gradient_tape/sequential/lstm/while/gradients/sequential/lstm/while/lstm_cell/Relu_1_grad/ReluGrad,26236,726168.879,27.67833812318951,726168.879,27.67833812318951,0.0,0.0,0.003302612925477607,0.9460685208333768
10,Host,BiasAdd,sequential/lstm/while/body/_1/sequential/lstm/while/lstm_cell/BiasAdd,26236,690484.678,26.318214590638814,690484.678,26.318214590638814,0.0,0.0,0.003140321333444315,0.9492088421668211
11,Host,ReluGrad,gradient_tape/sequential/lstm/while/sequential/lstm/while_grad/body/_159/gradient_tape/sequential/lstm/while/gradients/sequential/lstm/while/lstm_cell/Relu_grad/ReluGrad,26236,645525.753,24.60457969964934,645525.753,24.60457969964934,0.0,0.0,0.002935848336715164,0.9521446905035362
12,Host,Split,sequential/lstm/while/body/_1/sequential/lstm/while/lstm_cell/split,26236,600142.798,22.8747826650404,600142.798,22.8747826650404,0.0,0.0,0.0027294468533773345,0.9548741373569135
13,Host,BiasAddGrad,gradient_tape/sequential/lstm/while/sequential/lstm/while_grad/body/_159/gradient_tape/sequential/lstm/while/gradients/sequential/lstm/while/lstm_cell/BiasAdd_grad/BiasAddGrad,26236,586766.351,22.364931811251715,586766.351,22.364931811251715,0.0,0.0,0.002668610830192202,0.9575427481871057
14,Host,TensorListFromTensor,gradient_tape/sequential/lstm/TensorArrayV2Stack/TensorListFromTensor,937,439398.35,468.9416755602988,439398.35,468.9416755602988,0.0,0.0,0.0019983817981044784,0.9595411299852102
15,Host,AddV2,sequential/lstm/while/body/_1/sequential/lstm/while/lstm_cell/add,26236,438868.215,16.727710588504348,438868.215,16.727710588504348,0.0,0.0,0.001995970746414052,0.9615371007316242
16,Host,Sigmoid,sequential/lstm/while/body/_1/sequential/lstm/while/lstm_cell/Sigmoid,26236,350843.881,13.372613241347766,350843.881,13.372613241347766,0.0,0.0,0.0015956364555459383,0.9631327371871702
17,Host,Sigmoid,sequential/lstm/while/body/_1/sequential/lstm/while/lstm_cell/Sigmoid_1,26236,349698.1,13.328941149565482,349698.1,13.328941149565482,0.0,0.0,0.0015904254485063945,0.9647231626356766
