Rank,Host/device,Type,Operation,#Occurrences,Total time (us),Avg. time (us),Total self-time (us),Avg. self-time (us),Total self-time on Device (%),Cumulative total-self time on Device (%),Total self-time on Host (%),Cumulative total-self time on Host (%)
1,Host,IDLE,IDLE,0,218202259.644,0.0,218202259.644,0.0,0.0,0.0,0.8986560354407239,0.8986560354407239
2,Host,CollectiveReduce,scoped_allocator_1_1_CollectiveReduce,1874,3294313.348,1757.9046680896479,3294313.348,1757.9046680896479,0.0,0.0,0.013567478987812319,0.9122235144285362
3,Host,_FusedConv2D,sequential/conv2d/BiasAdd,937,2803351.016,2991.8367299893275,2803351.016,2991.8367299893275,0.0,0.0,0.011545473058333464,0.9237689874868696
4,Host,Conv2DBackpropFilter,gradient_tape/sequential/conv2d/Conv2DBackpropFilter,937,2594347.228,2768.7803927427963,2594347.228,2768.7803927427963,0.0,0.0,0.010684700508028035,0.9344536879948977
5,Host,CollectiveReduce,div_no_nan_1/allreduce_1/CollectiveReduce,1874,2272453.809,1212.6220965848452,2272453.809,1212.6220965848452,0.0,0.0,0.009358997171018828,0.9438126851659165
6,Host,CollectiveReduce,div_no_nan_1/allreduce/CollectiveReduce,1874,2212069.018,1180.399689434365,2212069.018,1180.399689434365,0.0,0.0,0.009110305168610097,0.9529229903345267
7,Host,CollectiveReduce,div_no_nan/allreduce_1/CollectiveReduce,1874,2180608.63,1163.611862326574,2180608.63,1163.611862326574,0.0,0.0,0.008980736998236273,0.961903727332763
8,Host,CollectiveReduce,div_no_nan/allreduce/CollectiveReduce,1874,2167422.083,1156.5752844183564,2167422.083,1156.5752844183564,0.0,0.0,0.008926428806985154,0.9708301561397481
9,Host,Conv2DBackpropFilter,gradient_tape/sequential/conv2d_1/Conv2DBackpropFilter,937,1677974.446,1790.7944994663821,1677974.446,1790.7944994663821,0.0,0.0,0.006910661079648764,0.9777408172193969
10,Host,Conv2DBackpropInput,gradient_tape/sequential/conv2d_1/Conv2DBackpropInput,937,954254.773,1018.4149124866595,954254.773,1018.4149124866595,0.0,0.0,0.003930054677269004,0.9816708718966659
11,Host,Dataset,Iterator::Prefetch::Generator,938,605438.687,645.4570223880597,605438.687,645.4570223880597,0.0,0.0,0.002493471566470179,0.9841643434631361
12,Host,_FusedConv2D,sequential/conv2d_1/BiasAdd,937,502858.837,536.6689829242263,502858.837,536.6689829242263,0.0,0.0,0.0020710011417023346,0.9862353446048384
13,Host,AvgPool,sequential/average_pooling2d/AvgPool,937,420774.072,449.06517822838845,420774.072,449.06517822838845,0.0,0.0,0.0017329387879699133,0.9879682833928083
14,Host,BiasAddGrad,gradient_tape/sequential/conv2d/BiasAdd/BiasAddGrad,937,384925.696,410.8065058697972,384925.696,410.8065058697972,0.0,0.0,0.0015852988895302355,0.9895535822823385
15,Host,AvgPoolGrad,gradient_tape/sequential/average_pooling2d/AvgPool/AvgPoolGrad,937,362175.671,386.52686339381,362175.671,386.52686339381,0.0,0.0,0.0014916039511458541,0.9910451862334844
16,Host,MatMul,gradient_tape/sequential/dense/MatMul,937,195970.835,209.14710245464246,195970.835,209.14710245464246,0.0,0.0,0.0008070969289247268,0.9918522831624091
17,Host,Tanh,sequential/conv2d/Tanh,937,192819.796,205.7842006403415,192819.796,205.7842006403415,0.0,0.0,0.0007941195187921321,0.9926464026812013
18,Host,GatherV2,GatherV2,944,125163.721,132.5886875,125163.721,132.5886875,0.0,0.0,0.0005154810654957476,0.993161883746697
19,Host,AvgPool,sequential/average_pooling2d_1/AvgPool,937,122054.004,130.2604098185699,122054.004,130.2604098185699,0.0,0.0,0.0005026738381319156,0.993664557584829
20,Host,TanhGrad,gradient_tape/sequential/conv2d/TanhGrad,937,107501.896,114.72987833511205,107501.896,114.72987833511205,0.0,0.0,0.0004427416463025499,0.9941072992311315
21,Host,MatMul,gradient_tape/sequential/dense/MatMul_1,937,102942.835,109.8642849519744,102942.835,109.8642849519744,0.0,0.0,0.0004239653619034939,0.994531264593035
22,Host,AvgPoolGrad,gradient_tape/sequential/average_pooling2d_1/AvgPool/AvgPoolGrad,937,92448.94,98.66482390608324,92448.94,98.66482390608324,0.0,0.0,0.00038074673487177997,0.9949120113279067
23,Host,Tanh,sequential/conv2d_1/Tanh,937,82346.204,87.88282177161152,82346.204,87.88282177161152,0.0,0.0,0.00033913907830728516,0.995251150406214
24,Host,MatMul,gradient_tape/sequential/dense_1/MatMul,937,72336.987,77.2006264674493,72336.987,77.2006264674493,0.0,0.0,0.00029791657547087496,0.9955490669816849
25,Host,_FusedMatMul,sequential/dense/BiasAdd,937,69659.027,74.34261152614728,69659.027,74.34261152614728,0.0,0.0,0.0002868875195821084,0.9958359545012669
26,Host,SoftmaxCrossEntropyWithLogits,categorical_crossentropy/softmax_cross_entropy_with_logits,937,56131.201,59.90523052294557,56131.201,59.90523052294557,0.0,0.0,0.00023117378636446876,0.9960671282876314
27,Host,MatMul,gradient_tape/sequential/dense_1/MatMul_1,937,55139.221,58.846553895410885,55139.221,58.846553895410885,0.0,0.0,0.00022708836206368057,0.9962942166496951
28,Host,BiasAddGrad,gradient_tape/sequential/conv2d_1/BiasAdd/BiasAddGrad,937,50448.853,53.84082497331911,50448.853,53.84082497331911,0.0,0.0,0.00020777129578528864,0.9965019879454804
29,Host,MatMul,gradient_tape/sequential/dense_2/MatMul_1,937,33746.691,36.0156787620064,33746.691,36.0156787620064,0.0,0.0,0.00013898420480512683,0.9966409721502856
30,Host,_FusedMatMul,sequential/dense_1/BiasAdd,937,32482.276,34.66624973319104,32482.276,34.66624973319104,0.0,0.0,0.0001337767694059443,0.9967747489196915
31,Host,RemoteCall,RemoteCall____inference__next_func_343,938,32410.64,34.552921108742005,32410.64,34.552921108742005,0.0,0.0,0.00013348173981340085,0.996908230659505
32,Host,Dataset,Iterator::Model::Shard::Prefetch::Rebatch::Map::ParallelMapV2::Zip[1]::ForeverRepeat,944,37588.043,39.81784216101695,31411.736,33.27514406779661,0.0,0.0,0.00012936779933500964,0.99703759845884
33,Host,ResourceApplyGradientDescent,SGD/SGD/update_4/update_0/ResourceApplyGradientDescent,937,28979.459,30.927917822838847,28979.459,30.927917822838847,0.0,0.0,0.00011935057765508849,0.9971569490364951
34,Host,TanhGrad,gradient_tape/sequential/conv2d_1/TanhGrad,937,24541.092,26.19113340448239,24541.092,26.19113340448239,0.0,0.0,0.00010107136597983665,0.9972580204024749
35,Host,MatMul,gradient_tape/sequential/dense_2/MatMul,937,23660.409,25.251236926360725,23660.409,25.251236926360725,0.0,0.0,9.744431328775512e-05,0.9973554647157626
36,Host,CollectiveBcastSend,CollectiveBcastSend,12,23269.091,1939.0909166666668,23269.091,1939.0909166666668,0.0,0.0,9.583268798630164e-05,0.9974512974037489
37,Host,Dataset,Iterator::Prefetch,937,23158.955,24.71606723585913,23158.955,24.71606723585913,0.0,0.0,9.53790979030423e-05,0.997546676501652
38,Host,WriteScalarSummary,cond/then/_0/batch_loss,937,22695.92,24.22189967982924,22695.92,24.22189967982924,0.0,0.0,9.34721094142467e-05,0.9976401486110662
39,Host,MultiDeviceIteratorFromStringHandle,MultiDeviceIteratorFromStringHandle,938,20700.918,22.069208955223882,20700.918,22.069208955223882,0.0,0.0,8.525578484024218e-05,0.9977254043959064
40,Host,ArgMax,ArgMax,937,19327.963,20.627495197438634,19327.963,20.627495197438634,0.0,0.0,7.960133241086996e-05,0.9978050057283173
41,Host,GatherV2,GatherV2_1,944,18779.376,19.893406779661017,18779.376,19.893406779661017,0.0,0.0,7.734200191943215e-05,0.9978823477302368
42,Host,Dataset,Iterator::Model::Shard::Prefetch,1877,18678.385,9.951190729888118,18678.385,9.951190729888118,0.0,0.0,7.69260751007857e-05,0.9979592738053376
43,Host,Softmax,sequential/dense_2/Softmax,937,18367.717,19.60268623265742,18367.717,19.60268623265742,0.0,0.0,7.564660313897472e-05,0.9980349204084765
44,Host,ResourceApplyGradientDescent,SGD/SGD/update/update_0/ResourceApplyGradientDescent,937,18237.318,19.463519743863394,18237.318,19.463519743863394,0.0,0.0,7.510956081614716e-05,0.9981100299692927
45,Host,ResourceApplyGradientDescent,SGD/SGD/update_1/update_0/ResourceApplyGradientDescent,937,17922.032,19.12703521878335,17922.032,19.12703521878335,0.0,0.0,7.381106983235888e-05,0.998183841039125
46,Host,_ScopedAllocator,scoped_allocator_1_1,937,16559.643,17.673044823906082,16559.643,17.673044823906082,0.0,0.0,6.8200132991166e-05,0.9982520411721162
47,Host,Dataset,Iterator::Model::Shard::Prefetch::Rebatch::Map::ParallelMapV2,940,15886.872,16.900927659574467,15886.872,16.900927659574467,0.0,0.0,6.542935637040191e-05,0.9983174705284866
48,Host,IteratorGetNext,IteratorGetNext,937,15496.567,16.538491995731057,15496.567,16.538491995731057,0.0,0.0,6.382190306315869e-05,0.9983812924315498
49,Host,ResourceApplyGradientDescent,SGD/SGD/update_8/update_0/ResourceApplyGradientDescent,937,14035.646,14.979344717182498,14035.646,14.979344717182498,0.0,0.0,5.780516668245368e-05,0.9984390975982322
50,Host,Mul,gradient_tape/categorical_crossentropy/softmax_cross_entropy_with_logits/mul,937,13788.591,14.715678762006403,13788.591,14.715678762006403,0.0,0.0,5.6787681954302683e-05,0.9984958852801865
51,Host,MultiDeviceIteratorGetNextFromShard,MultiDeviceIteratorGetNextFromShard,938,12816.146,13.663268656716419,12816.146,13.663268656716419,0.0,0.0,5.278271165834918e-05,0.9985486679918448
52,Host,BiasAddGrad,gradient_tape/sequential/dense_1/BiasAdd/BiasAddGrad,937,12027.819,12.836519743863393,12027.819,12.836519743863393,0.0,0.0,4.953602293199638e-05,0.9985982040147768
