Rank,Host/device,Type,Operation,#Occurrences,Total time (us),Avg. time (us),Total self-time (us),Avg. self-time (us),Total self-time on Device (%),Cumulative total-self time on Device (%),Total self-time on Host (%),Cumulative total-self time on Host (%)
1,Host,IDLE,IDLE,0,90287082.737,0.0,90287082.737,0.0,0.0,0.0,0.8630840430429856,0.8630840430429856
2,Host,Conv2DBackpropFilter,gradient_tape/sequential/conv2d/Conv2DBackpropFilter,937,3656495.752,3902.343385272145,3656495.752,3902.343385272145,0.0,0.0,0.03495365052605002,0.8980376935690356
3,Host,_FusedConv2D,sequential/conv2d/BiasAdd,937,3596787.187,3838.620263607257,3596787.187,3838.620263607257,0.0,0.0,0.03438287663323737,0.932420570202273
4,Host,Conv2DBackpropFilter,gradient_tape/sequential/conv2d_1/Conv2DBackpropFilter,937,1717652.552,1833.1403970117394,1717652.552,1833.1403970117394,0.0,0.0,0.016419608034536,0.948840178236809
5,Host,BiasAddGrad,gradient_tape/sequential/conv2d/BiasAdd/BiasAddGrad,937,1000853.678,1068.1469348986125,1000853.678,1068.1469348986125,0.0,0.0,0.00956749086044714,0.9584076690972562
6,Host,Conv2DBackpropInput,gradient_tape/sequential/conv2d_1/Conv2DBackpropInput,937,921197.297,983.1347886872999,921197.297,983.1347886872999,0.0,0.0,0.008806029206315322,0.9672136983035715
7,Host,_FusedConv2D,sequential/conv2d_1/BiasAdd,937,616161.934,657.5901109925294,616161.934,657.5901109925294,0.0,0.0,0.005890095427216319,0.9731037937307878
8,Host,AvgPool,sequential/average_pooling2d/AvgPool,937,488582.198,521.4324418356457,488582.198,521.4324418356457,0.0,0.0,0.0046705185949690595,0.9777743123257568
9,Host,AvgPoolGrad,gradient_tape/sequential/average_pooling2d/AvgPool/AvgPoolGrad,937,437015.041,466.39812273212385,437015.041,466.39812273212385,0.0,0.0,0.004177571110095309,0.9819518834358522
10,Host,Tanh,sequential/conv2d/Tanh,937,211159.362,225.3568431163287,211159.362,225.3568431163287,0.0,0.0,0.002018542081066169,0.9839704255169184
11,Host,MatMul,gradient_tape/sequential/dense/MatMul,937,176210.18,188.0578228388474,176210.18,188.0578228388474,0.0,0.0,0.0016844513076443384,0.9856548768245628
12,Host,MatMul,gradient_tape/sequential/dense/MatMul_1,937,171690.201,183.23393916755603,171690.201,183.23393916755603,0.0,0.0,0.001641243335567612,0.9872961201601304
13,Host,AvgPoolGrad,gradient_tape/sequential/average_pooling2d_1/AvgPool/AvgPoolGrad,937,124102.564,132.44670651013874,124102.564,132.44670651013874,0.0,0.0,0.0011863373966919232,0.9884824575568223
14,Host,TanhGrad,gradient_tape/sequential/conv2d/TanhGrad,937,102317.29,109.19668089647811,102317.29,109.19668089647811,0.0,0.0,0.0009780847674925762,0.9894605423243149
15,Host,_FusedMatMul,sequential/dense/BiasAdd,937,93778.39,100.0836606189968,93778.39,100.0836606189968,0.0,0.0,0.0008964586022457996,0.9903570009265608
16,Host,AvgPool,sequential/average_pooling2d_1/AvgPool,937,91634.166,97.79526787620064,91634.166,97.79526787620064,0.0,0.0,0.000875961256855866,0.9912329621834166
17,Host,GatherV2,GatherV2,941,80671.009,85.72902125398512,80671.009,85.72902125398512,0.0,0.0,0.0007711608182855168,0.9920041230017022
18,Host,Tanh,sequential/conv2d_1/Tanh,937,79916.939,85.29022305229455,79916.939,85.29022305229455,0.0,0.0,0.0007639524141084404,0.9927680754158106
19,Host,MatMul,gradient_tape/sequential/dense_1/MatMul,937,63486.985,67.75558697972252,63486.985,67.75558697972252,0.0,0.0,0.00060689305749331,0.9933749684733039
20,Host,BiasAddGrad,gradient_tape/sequential/conv2d_1/BiasAdd/BiasAddGrad,937,61264.793,65.38398399146212,61264.793,65.38398399146212,0.0,0.0,0.000585650390240846,0.9939606188635447
21,Host,MatMul,gradient_tape/sequential/dense_1/MatMul_1,937,51920.443,55.411358591248664,51920.443,55.411358591248664,0.0,0.0,0.0004963246624276948,0.9944569435259724
22,Host,SoftmaxCrossEntropyWithLogits,categorical_crossentropy/softmax_cross_entropy_with_logits,937,43885.734,46.83642902881537,43885.734,46.83642902881537,0.0,0.0,0.00041951822546933213,0.9948764617514417
23,Host,_FusedMatMul,sequential/dense_1/BiasAdd,937,35948.058,38.36505656350053,35948.058,38.36505656350053,0.0,0.0,0.00034363935900510697,0.9952201011104468
24,Host,TanhGrad,gradient_tape/sequential/conv2d_1/TanhGrad,937,35327.678,37.70296478121665,35327.678,37.70296478121665,0.0,0.0,0.0003377089416918939,0.9955578100521387
25,Host,ResourceApplyGradientDescent,SGD/SGD/update_4/ResourceApplyGradientDescent,937,30864.373,32.93956563500534,30864.373,32.93956563500534,0.0,0.0,0.00029504273509891774,0.9958528527872377
26,Host,MatMul,gradient_tape/sequential/dense_2/MatMul_1,937,29454.441,31.434835645677694,29454.441,31.434835645677694,0.0,0.0,0.00028156472945197044,0.9961344175166896
27,Host,Dataset,Iterator::Model::ParallelMapV2::Zip[1]::ForeverRepeat,941,28348.687,30.12612858660999,23311.666,24.77329011689692,0.0,0.0,0.00022284391444959688,0.9963572614311392
28,Host,Dataset,Iterator::Model::ParallelMapV2,937,20056.701,21.405230522945573,20056.701,21.405230522945573,0.0,0.0,0.00019172862899567727,0.9965489900601349
29,Host,MatMul,gradient_tape/sequential/dense_2/MatMul,937,16702.847,17.8258772678762,16702.847,17.8258772678762,0.0,0.0,0.00015966803093063817,0.9967086580910655
30,Host,Softmax,sequential/dense_2/Softmax,937,15093.726,16.108565635005338,15093.726,16.108565635005338,0.0,0.0,0.00014428591184644014,0.9968529440029119
31,Host,ArgMax,ArgMax,937,14693.649,15.681589114194237,14693.649,15.681589114194237,0.0,0.0,0.00014046144366980913,0.9969934054465818
32,Host,Tanh,sequential/dense/Tanh,937,13636.229,14.55307257203842,13636.229,14.55307257203842,0.0,0.0,0.0001303532166551765,0.997123758663237
33,Host,ResourceApplyGradientDescent,SGD/SGD/update_6/ResourceApplyGradientDescent,937,12866.093,13.731155816435432,12866.093,13.731155816435432,0.0,0.0,0.00012299123227797436,0.997246749895515
34,Host,GatherV2,GatherV2_1,941,12814.342,13.617791710945802,12814.342,13.617791710945802,0.0,0.0,0.00012249652737714568,0.9973692464228922
35,Host,Dataset,Iterator::Model,937,32178.928,34.34250586979722,12122.227,12.937275346851655,0.0,0.0,0.00011588037150697824,0.9974851267943992
36,Host,WriteScalarSummary,cond/then/_0/batch_accuracy,937,11461.457,12.232077908217716,11461.457,12.232077908217716,0.0,0.0,0.00010956385284413964,0.9975946906472433
37,Host,_FusedMatMul,sequential/dense_2/BiasAdd,937,9592.703,10.237676627534684,9592.703,10.237676627534684,0.0,0.0,9.169981616382078e-05,0.9976863904634071
38,Host,ResourceApplyGradientDescent,SGD/SGD/update_2/ResourceApplyGradientDescent,937,9488.197,10.126144076840982,9488.197,10.126144076840982,0.0,0.0,9.070080879457185e-05,0.9977770912722017
39,Host,Mul,gradient_tape/categorical_crossentropy/softmax_cross_entropy_with_logits/mul,937,9304.188,9.929763073639274,9304.188,9.929763073639274,0.0,0.0,8.894180599082733e-05,0.9978660330781925
40,Host,ResourceApplyGradientDescent,SGD/SGD/update/ResourceApplyGradientDescent,937,9234.995,9.855917822838848,9234.995,9.855917822838848,0.0,0.0,8.82803672514206e-05,0.9979543134454439
