Name,CPU time avg (us),CPU total (us),Self CPU time total (us),Number of Calls
AddmmBackward,866.4624347457519,3067277.0189999617,86826.18499977351,3540
AvgPool2DBackward,3084.6022529662114,7279661.317000259,26945.41899974615,2360
LogSoftmaxBackward,660.9591516950965,779931.7990002139,13630.147000463301,1180
MkldnnConvolutionBackward,18984.421041101705,44803233.65700002,46346.773000301466,2360
NllLossBackward,75.13042118656959,88653.89700015212,27054.645999992408,1180
TBackward,9.97773248574046,35321.17299952122,13063.93600027269,3540
TanhBackward,836.6554572033882,3949013.757999993,52477.32000015182,4720
ViewBackward,17.76041016943387,20957.28399993197,5558.080999925791,1180
_convolution,6238.6522648304335,14723219.34499982,39295.140001053885,2360
_local_scalar_dense,1.1236265491183024,674198.4020019638,674198.4020019638,600020
_log_softmax,147.18047796600652,173672.96399988767,173672.96399988767,1180
_log_softmax_backward_data,649.4081796608056,766301.6519997505,766301.6519997505,1180
add_,10.806325434569843,254921.2170015026,254921.2170015026,23590
addmm,460.73933022588096,1631017.2289996191,1631017.2289996191,3540
avg_pool2d,2215.934994491628,5229606.5870002415,5229606.5870002415,2360
avg_pool2d_backward,3073.1847025425895,7252715.898000512,7252715.898000512,2360
contiguous,0.6519478812021338,4615.790998911107,4615.790998911107,7080
conv2d,6247.172704237331,14743327.582000105,10172.172000433216,2360
convolution,6242.862461864268,14733155.40999967,9936.064999850918,2360
detach,2.345999999999185,23.45999999999185,23.45999999999185,10
detach_,0.6898986122163613,8947.985000446206,8947.985000446206,12970
div,11.630701024998453,6978420.614999073,6978420.614999073,600000
empty,2.560854740004042,3073025.6880048504,3073025.6880048504,1200000
flatten,17.25059194920451,40711.39700012263,9191.81500023145,2360
is_complex,0.4298999998539699,4.298999998539699,4.298999998539699,10
is_floating_point,1.0285500001430503,20.57100000286101,20.57100000286101,20
item,2.2722261841283387,1363381.1550006857,689182.752998722,600020
log_softmax,151.786838982741,179108.46999963434,5435.505999746703,1180
mkldnn_convolution,6220.045938135531,14679308.413999856,14679308.413999856,2360
mkldnn_convolution_backward,18964.78257796598,44756886.88399971,44756886.88399971,2360
mm,407.68655607353116,2886420.8170006014,2886420.8170006014,7080
nll_loss,31.076269491587798,36669.998000073596,5416.04200025546,1180
nll_loss_backward,52.202755084881105,61599.25100015972,61599.25100015972,1180
nll_loss_forward,26.486403389676386,31253.955999818136,31253.955999818136,1180
random_,10.389700002264977,103.89700002264976,103.89700002264976,10
reshape,19.880841101651427,46918.784999897376,11266.450999543478,2360
select,3.208814318330587,3850577.181996705,3850577.181996705,1200000
set_,3.0148964133342178,1808937.8480005304,1808937.8480005304,600000
stack,1195.8749923728608,1411132.4909999757,1411132.4909999757,1180
sum,65.79551214682536,232916.1129997618,232916.1129997618,3540
tanh,1353.5627305086002,6388816.088000593,6388816.088000593,4720
tanh_backward,825.5373809321696,3896536.4379998413,3896536.4379998413,4720
to,9.966724974228393,5991795.720006623,4532558.344999287,601180
torch::autograd::AccumulateGrad,18.186565932257086,214601.4780006336,70215.63299922927,11800
torch::autograd::GraphRoot,2.3014372882720817,2715.6960001610573,2715.6960001610573,1180
transpose,3.184728106660753,3821673.727992904,3821673.727992904,1200000
unsigned short,8.847268022537296,156596.64399891015,156596.64399891015,17700
view,5.731303602894322,3472596.852993671,3472596.852993671,605900
zero_,5.7653748940334015,67973.77000065379,67973.77000065379,11790
