Type,Operation,#Occurrences,Avg. self-time (us)
AddN,AddN,3276,34.155243894993895
AddN,AddN_1,3276,20.05357692307692
AddN,AddN_2,3276,3.1208559218559215
AddN,AddN_4,3276,13.02345238095238
AddN,AddN_5,3276,46.702472832722826
ArgMax,ArgMax,117,30.532324786324786
Assert,Assert,21,0.551047619047619
AssignAddVariableOp,AssignAddVariableOp,117,10.588897435897437
AssignAddVariableOp,AssignAddVariableOp,117,8.515008547008549
AssignAddVariableOp,AssignAddVariableOp,117,7.741256410256409
AssignAddVariableOp,AssignAddVariableOp_1,117,4.198153846153846
AssignAddVariableOp,AssignAddVariableOp_2,117,17.304410256410254
AssignAddVariableOp,AssignAddVariableOp_3,117,2.414205128205128
AssignVariableOp,AssignVariableOp,21,12.481333333333335
BiasAdd,BiasAdd,3276,136.09883455433456
_FusedMatMul,BiasAdd,117,29.330188034188037
BiasAddGrad,BiasAddGrad,3276,505.6081358363858
BiasAddGrad,BiasAddGrad,117,29.799162393162394
BiasAddGrad,BiasAddGrad,117,20.99233333333333
Cast,Cast,117,122.7317435897436
Cast,Cast,117,29.885162393162393
Cast,Cast,117,5.088803418803419
Cast,Cast,117,2.726384615384616
Cast,Cast_1,117,4.099837606837607
Cast,Cast_3,117,5.172059829059829
Cast,Cast_4,117,7.57051282051282
Cast,Cast_5,117,2.7826239316239314
CollectiveBcastSend,CollectiveBcastSend,42,1904.122333333333
CollectiveReduce,CollectiveReduce,234,7010.841017094017
CollectiveReduce,CollectiveReduce,234,7000.011008547008
CollectiveReduce,CollectiveReduce,234,6993.916465811965
CollectiveReduce,CollectiveReduce,234,6985.8733632478625
CollectiveReduce,CollectiveReduce,234,6960.122435897437
CollectiveReduce,CollectiveReduce_1,234,7054.5245940170935
CollectiveReduce,CollectiveReduce_2,234,6919.813025641025
CollectiveReduce,CollectiveReduce_3,234,6992.038158119658
CollectiveReduce,CollectiveReduce_4,234,8449.527867521367
CollectiveReduce,CollectiveReduce_5,234,8816.764995726497
CollectiveReduce,CollectiveReduce_6,234,8471.924982905983
ConcatenateDataset,ConcatenateDataset,2,8.113
Equal,Equal,117,7.0997606837606835
Equal,Equal_1,117,3.2069316239316237
Equal,Equal_2,117,5.1436153846153845
Fill,Fill,17,40.3819411764706
FlushSummaryWriter,FlushSummaryWriter,1,3016.4109999999996
GatherV2,GatherV2,124,1553.4779032258066
GatherV2,GatherV2_1,124,41.01587903225806
GreaterEqual,GreaterEqual,117,84.74293162393163
GreaterEqual,GreaterEqual,117,11.998914529914535
IDLE,IDLE,0,0.0
Identity,Identity,22,1.339090909090909
Dataset,Iterator::Model,119,9.262924369747902
Dataset,Iterator::Model::Shard,119,13.776899159663866
Dataset,Iterator::Model::Shard::Prefetch,237,47.884654008438815
Dataset,Iterator::Model::Shard::Prefetch::Rebatch,239,6.1610418410041845
Dataset,Iterator::Model::Shard::Prefetch::Rebatch::Map,120,12.06085
Dataset,Iterator::Model::Shard::Prefetch::Rebatch::Map::ParallelMapV2,120,88.18307499999997
Dataset,Iterator::Model::Shard::Prefetch::Rebatch::Map::ParallelMapV2::Zip,124,11.188516129032259
Dataset,Iterator::Model::Shard::Prefetch::Rebatch::Map::ParallelMapV2::Zip[0]::FlatMap,124,8.631411290322582
Dataset,Iterator::Model::Shard::Prefetch::Rebatch::Map::ParallelMapV2::Zip[0]::FlatMap::Prefetch,2,1194.038
Dataset,Iterator::Model::Shard::Prefetch::Rebatch::Map::ParallelMapV2::Zip[0]::FlatMap::Prefetch::Map,3,3293.853333333333
Dataset,Iterator::Model::Shard::Prefetch::Rebatch::Map::ParallelMapV2::Zip[0]::FlatMap::Prefetch::Map::FiniteRepeat,3,42.02366666666666
Dataset,Iterator::Model::Shard::Prefetch::Rebatch::Map::ParallelMapV2::Zip[0]::FlatMap::Prefetch::Map::FiniteRepeat::Range,5,4.016
Dataset,Iterator::Model::Shard::Prefetch::Rebatch::Map::ParallelMapV2::Zip[0]::FlatMap[0]::Concatenate,119,7.025882352941178
Dataset,Iterator::Model::Shard::Prefetch::Rebatch::Map::ParallelMapV2::Zip[0]::FlatMap[0]::Concatenate[0]::TensorSlice,118,13.530762711864407
Dataset,Iterator::Model::Shard::Prefetch::Rebatch::Map::ParallelMapV2::Zip[0]::FlatMap[0]::Concatenate[1]::FromTensor,2,2.637
