Type,Operation,#Occurrences,Avg. self-time (us)
AddN,AddN,3276,44.6772960927961
AddN,AddN_1,3276,27.15180463980464
AddN,AddN_2,3276,1.9436895604395603
AddN,AddN_4,3276,8.21404945054945
AddN,AddN_5,3276,30.126606227106233
ArgMax,ArgMax,117,27.888384615384606
Assert,Assert,21,0.3051904761904762
AssignAddVariableOp,AssignAddVariableOp,117,4.831034188034189
AssignAddVariableOp,AssignAddVariableOp,117,4.505547008547008
AssignAddVariableOp,AssignAddVariableOp_1,117,1.6038547008547008
AssignAddVariableOp,AssignAddVariableOp_2,117,9.850444444444443
AssignAddVariableOp,AssignAddVariableOp_3,117,1.6941025641025642
AssignAddVariableOp,AssignAddVariableOp_4,117,3.679769230769231
AssignVariableOp,AssignVariableOp,21,6.008238095238094
BiasAdd,BiasAdd,3276,98.48238736263737
_FusedMatMul,BiasAdd,117,29.306991452991447
BiasAddGrad,BiasAddGrad,3276,311.52708363858363
BiasAddGrad,BiasAddGrad,117,16.04931623931624
BiasAddGrad,BiasAddGrad,117,13.005470085470087
Cast,Cast,117,159.37528205128206
Cast,Cast,117,43.53689743589744
Cast,Cast,117,4.930196581196581
Cast,Cast,117,1.7084358974358975
Cast,Cast_1,117,2.5724358974358976
Cast,Cast_3,117,4.940521367521368
Cast,Cast_4,117,3.005811965811966
Cast,Cast_5,117,2.0144017094017093
ConcatenateDataset,ConcatenateDataset,2,18.758
Equal,Equal,117,5.400598290598291
Equal,Equal_1,117,2.878811965811966
Equal,Equal_2,117,2.0619914529914527
Fill,Fill,17,25.518647058823532
FlushSummaryWriter,FlushSummaryWriter,1,2297.2110000000002
GatherV2,GatherV2,121,714.6710247933885
GatherV2,GatherV2_1,121,22.68426446280992
GreaterEqual,GreaterEqual,117,46.68583760683761
GreaterEqual,GreaterEqual,117,18.323940170940173
IDLE,IDLE,0,0.0
Identity,Identity,1,1.0590000000000002
Dataset,Iterator::Model,117,17.9534358974359
Dataset,Iterator::Model::ParallelMapV2,117,71.8894358974359
Dataset,Iterator::Model::ParallelMapV2::Zip,121,7.69
Dataset,Iterator::Model::ParallelMapV2::Zip[0]::FlatMap,121,14.015429752066117
Dataset,Iterator::Model::ParallelMapV2::Zip[0]::FlatMap::Prefetch,2,1216.4375
Dataset,Iterator::Model::ParallelMapV2::Zip[0]::FlatMap::Prefetch::Map,3,1678.911
Dataset,Iterator::Model::ParallelMapV2::Zip[0]::FlatMap::Prefetch::Map::FiniteRepeat,3,18.68233333333333
Dataset,Iterator::Model::ParallelMapV2::Zip[0]::FlatMap::Prefetch::Map::FiniteRepeat::Range,5,2.0542
Dataset,Iterator::Model::ParallelMapV2::Zip[0]::FlatMap[0]::Concatenate,119,4.171025210084033
Dataset,Iterator::Model::ParallelMapV2::Zip[0]::FlatMap[0]::Concatenate[0]::TensorSlice,118,40.9942372881356
Dataset,Iterator::Model::ParallelMapV2::Zip[0]::FlatMap[0]::Concatenate[1]::FromTensor,2,1.7225
Dataset,Iterator::Model::ParallelMapV2::Zip[0]::FlatMap[1]::Concatenate,3,2.8806666666666665
Dataset,Iterator::Model::ParallelMapV2::Zip[0]::FlatMap[1]::Concatenate[0]::TensorSlice,3,11.422
Dataset,Iterator::Model::ParallelMapV2::Zip[1]::ForeverRepeat,121,30.44571900826446
Dataset,Iterator::Model::ParallelMapV2::Zip[1]::ForeverRepeat::FromTensor,241,3.2692282157676344
